aircraft_id,mission_count
0,4
1,3
2,5
3,4
4,2
5,5
6,5
7,4
8,6
9,5
10,9
11,6
12,6
13,4
14,3
15,3
16,6
17,2
18,10
19,6
20,1
21,5
22,4
23,3
24,8
25,5
26,2
27,6
28,6
29,8
30,4
31,4
32,4
33,4
34,6
35,8
36,5
37,6
38,4
39,9
40,8
41,3
42,6
43,8
44,4
45,2
46,9
47,4
48,9
49,5
50,5
51,7
52,9
53,6
54,4
55,3
56,5
57,5
58,5
59,4
60,3
61,5
62,9
63,6
64,3
65,4
66,4
67,5
68,4
69,6
70,9
71,3
72,6
73,9
74,7
75,3
76,8
77,5
78,6
79,4
80,4
81,5
82,7
83,5
84,3
85,6
86,2
87,4
88,13
89,4
90,5
91,6
92,3
93,2
94,4
95,3
96,4
97,7
98,10
99,7
100,3
101,6
102,3
103,4
104,7
105,4
106,6
107,3
108,6
109,3
110,8
111,11
112,7
113,2
114,5
115,5
116,2
117,7
118,6
119,4
120,7
121,6
122,4
123,3
124,4
125,6
126,4
127,4
128,4
129,8
130,5
131,8
132,8
133,6
134,9
135,8
136,6
137,3
138,6
139,9
140,5
141,5
142,7
143,4
144,4
145,3
146,11
147,5
148,6
149,2
150,6
151,3
152,5
153,5
154,6
155,8
156,4
157,6
158,5
159,7
160,8
161,3
162,4
163,6
164,8
165,5
166,4
167,7
168,6
169,5
170,5
171,8
172,8
173,9
174,8
175,3
176,6
177,14
178,5
179,5
180,6
181,4
182,4
183,3
184,6
185,4
186,8
187,3
188,5
189,6
190,5
191,4
192,5
193,2
194,8
195,6
196,6
197,6
198,4
199,7
