aircraft_id,mission_count
0,2
1,8
2,8
3,4
4,8
5,2
6,4
7,2
8,6
9,5
10,3
11,8
12,3
13,5
14,7
15,5
16,7
17,8
18,6
19,5
20,7
21,3
22,12
23,3
24,4
25,6
26,4
27,7
28,5
29,6
30,4
31,4
32,7
33,4
34,5
35,5
36,7
37,6
38,10
39,7
40,4
41,7
42,4
43,8
44,8
45,8
46,7
47,6
48,4
49,3
50,5
51,6
52,6
53,4
54,9
55,5
56,5
57,6
58,5
59,6
60,2
61,6
62,1
63,3
64,5
65,8
66,2
67,8
68,8
69,8
70,4
71,5
72,4
73,4
74,8
75,8
76,2
77,5
78,5
79,4
80,5
81,10
82,9
83,1
84,2
85,2
86,4
87,14
88,6
89,9
90,5
91,9
92,7
93,3
94,7
95,3
96,5
97,9
98,7
99,7
100,9
101,7
102,9
103,3
104,5
105,5
106,3
107,5
108,7
109,4
110,4
111,2
112,5
113,11
114,4
115,5
116,4
117,3
118,4
119,8
120,8
121,7
122,7
123,6
124,5
125,3
126,5
127,6
128,7
129,7
130,5
131,6
132,7
133,5
134,2
135,7
136,3
137,1
138,7
139,3
140,4
141,2
142,2
143,5
144,4
145,7
146,9
147,7
148,4
149,7
150,4
151,8
152,2
153,4
154,4
155,5
156,5
157,3
158,8
159,6
160,5
161,6
162,4
163,7
164,6
165,4
166,5
167,7
168,6
169,8
170,5
171,5
172,3
173,2
174,7
175,6
176,5
177,4
178,5
179,4
180,6
181,6
182,3
183,6
184,6
185,4
186,4
187,1
188,6
189,7
190,5
191,3
192,9
193,5
194,7
195,4
196,3
197,6
198,3
199,6
