aircraft_id,mission_count
0,11
1,10
2,12
3,10
4,10
5,11
6,11
7,11
8,9
9,11
10,11
11,12
12,10
13,10
14,9
15,12
16,13
17,10
18,11
19,12
20,10
21,10
22,13
23,8
24,9
25,11
26,11
27,8
28,11
29,10
30,11
31,13
32,10
33,12
34,9
35,11
36,9
37,10
38,13
39,10
40,12
41,12
42,9
43,12
44,14
45,12
46,11
47,10
48,13
49,9
50,11
51,11
52,11
53,12
54,12
55,11
56,14
57,11
58,13
59,10
60,12
61,8
62,10
63,9
64,11
65,9
66,10
67,10
68,11
69,12
70,10
71,8
72,10
73,15
74,11
75,10
76,11
77,8
78,13
79,10
80,12
81,13
82,11
83,9
84,11
85,11
86,13
87,12
88,11
89,11
90,10
91,11
92,9
93,9
94,10
95,13
96,10
97,8
98,11
99,12
