scenario_id,sweep,model,flight_id,aircraft_id,planned_start_time,start_time,cruise_arrival_time,descent_start_time,end_time,delay_s,takeoff_pad_delay_s,landing_pad_delay_s,pad_delay_s,takeoff_pad_start_s,takeoff_pad_end_s,landing_pad_start_s,landing_pad_end_s,cruise_altitude,distance_m,detour_distance_m,building_risks,building_collisions,path_changes,altitude_changes
S1,continuous,A,0,68,0.0,0.0,54.03427096034171,54.03427096034171,92.28425122645535,0.0,0.0,0.0,0.0,0.0,30.0,82.28425122645535,272.28425122645535,300.0,1330.9168014431953,0.0,1,1,0,0
S1,continuous,A,1,62,10.0,10.0,60.385585621173355,60.385585621173355,92.32193127896014,0.0,0.0,0.0,0.0,10.0,40.0,82.32193127896014,272.32193127896016,300.0,866.1647770719358,0.0,0,0,0,0
S1,continuous,A,2,55,20.0,20.0,72.3499080279123,72.3499080279123,112.28425122645534,0.0,0.0,0.0,0.0,20.0,50.0,102.28425122645534,292.28425122645535,300.0,1330.9168014431953,0.0,1,1,0,0
S1,continuous,A,3,43,30.0,30.0,82.22481987815547,244.0342709603417,282.28425122645535,0.0,0.0,161.80945108218623,161.80945108218623,30.0,60.0,272.28425122645535,462.28425122645535,300.0,1242.4276476368586,0.0,3,3,0,0
S1,continuous,A,4,58,40.0,60.0,107.09809359604166,107.09809359604166,130.4157429622859,20.0,20.0,0.0,20.0,60.0,90.0,120.41574296228588,310.4157429622859,300.0,825.9842409965909,0.0,0,0,0,0
S1,continuous,A,5,46,50.0,50.0,104.26801629945699,250.3855856211734,282.32193127896016,0.0,0.0,146.1175693217164,146.1175693217164,50.0,80.0,272.32193127896016,462.32193127896016,300.0,1314.9316510092467,0.0,0,0,0,0
S1,continuous,A,6,57,60.0,60.0,77.77375157229716,434.0342709603417,472.28425122645535,0.0,0.0,356.26051938804454,356.26051938804454,60.0,90.0,462.28425122645535,652.2842512264554,300.0,1067.9713127790872,0.0,0,0,0,0
S1,continuous,A,7,49,70.0,652.2842512264554,703.3459122533611,703.3459122533611,742.7590513707245,582.2842512264554,582.2842512264554,0.0,582.2842512264554,652.2842512264554,682.2842512264554,732.7590513707245,922.7590513707245,300.0,1242.4276476368586,0.0,3,3,0,0
S1,continuous,A,8,8,80.0,90.0,106.10776133543962,106.10776133543962,149.1221828375243,10.0,10.0,0.0,10.0,90.0,120.0,139.1221828375243,329.1221828375243,300.0,980.7275031684395,0.0,3,3,0,0
S1,continuous,A,9,27,90.0,120.0,137.77375157229716,654.0342709603417,692.2842512264554,30.0,30.0,516.2605193880445,546.2605193880445,120.0,150.0,682.2842512264554,872.2842512264554,300.0,1067.9713127790872,0.0,0,0,0,0
S1,continuous,A,10,19,100.0,150.0,163.2583205064589,297.0980935960417,320.4157429622859,50.0,50.0,133.8397730895828,183.8397730895828,150.0,180.0,310.4157429622859,500.4157429622859,300.0,692.2809205571884,0.0,3,3,0,0
S1,continuous,A,11,62,110.0,329.1221828375243,385.16415007182786,844.0342709603417,882.2842512264554,219.1221828375243,219.1221828375243,458.87012088851384,677.9923037260381,329.1221828375243,359.1221828375243,872.2842512264554,1062.2842512264554,300.0,1274.8250576555824,0.0,0,0,0,0
S1,continuous,A,12,45,120.0,180.0,193.83229455428005,262.3499080279123,302.28425122645535,60.0,60.0,68.51761347363225,128.51761347363225,180.0,210.0,292.28425122645535,482.28425122645535,300.0,813.6293262400941,0.0,2,2,0,0
S1,continuous,A,13,24,130.0,359.1221828375243,406.33843090872494,406.33843090872494,425.51814245111706,229.1221828375243,229.1221828375243,0.0,229.1221828375243,359.1221828375243,389.1221828375243,415.51814245111706,605.518142451117,300.0,591.0924364967802,0.0,1,1,0,0
S1,continuous,A,14,61,140.0,389.1221828375243,436.33843090872494,596.3384309087248,615.518142451117,249.1221828375243,249.1221828375243,159.99999999999994,409.12218283752424,389.1221828375243,419.1221828375243,605.518142451117,795.518142451117,300.0,591.0924364967802,0.0,1,1,0,0
S1,continuous,A,15,40,150.0,150.0,204.21861783231714,210.0,214.99776259521013,0.0,0.0,5.781382167682864,5.781382167682864,150.0,180.0,210.0,400.0,300.0,1209.08642289312,0.0,2,2,0,0
S1,continuous,A,16,22,160.0,160.0,187.31024834361276,400.0,404.99776259521013,0.0,0.0,212.68975165638724,212.68975165638724,160.0,190.0,400.0,590.0,300.0,662.9231574360549,0.0,0,0,0,0
S1,continuous,A,17,21,170.0,482.28425122645535,531.0531263840684,590.0,594.9977625952101,312.28425122645535,312.28425122645535,58.94687361593162,371.231124842387,482.28425122645535,512.2842512264554,590.0,780.0,300.0,813.6293262400941,0.0,2,2,0,0
S1,continuous,A,18,50,180.0,780.0,797.7737515722971,1034.0342709603417,1072.2842512264554,600.0,600.0,236.2605193880446,836.2605193880446,780.0,810.0,1062.2842512264554,1252.2842512264554,300.0,1067.9713127790872,0.0,0,0,0,0
S1,continuous,A,19,14,190.0,512.2842512264554,566.5522675259124,566.5522675259124,598.4886131836992,322.28425122645535,322.28425122645535,0.0,322.28425122645535,512.2842512264554,542.2842512264554,588.4886131836992,778.4886131836992,300.0,1314.9316510092467,0.0,0,0,0,0
S1,continuous,A,20,28,200.0,462.32193127896016,503.64053645701995,810.0,814.9977625952101,262.32193127896016,262.32193127896016,306.35946354298005,568.6813948219402,462.32193127896016,492.32193127896016,810.0,1000.0,300.0,810.1545092831843,0.0,0,0,0,0
S1,continuous,A,21,72,210.0,210.0,232.90214117111384,756.5522675259124,788.4886131836992,0.0,0.0,523.6501263547985,523.6501263547985,210.0,240.0,778.4886131836992,968.4886131836992,300.0,503.7422612490096,0.0,0,0,0,0
S1,continuous,A,22,71,220.0,492.32193127896016,538.5919500376609,538.5919500376609,578.526293236204,272.32193127896016,272.32193127896016,0.0,272.32193127896016,492.32193127896016,522.3219312789602,568.526293236204,758.526293236204,300.0,1314.9316510092467,0.0,0,0,0,0
S1,continuous,A,23,12,230.0,230.0,277.0980935960416,487.0980935960417,510.4157429622859,0.0,0.0,210.00000000000006,210.00000000000006,230.0,260.0,500.4157429622859,690.4157429622859,300.0,825.9842409965909,0.0,0,0,0,0
