scenario_id,sweep,model,vertiport_id,flight_id,aircraft_id,operation,start_s,end_s,duration_s,pad_delay_s
S4,continuous,B,8,0,176,takeoff,0.0,30.0,30.0,0.0
S4,continuous,B,17,0,176,landing,142.52239655228007,332.52239655228004,189.99999999999997,0.0
S4,continuous,B,30,1,112,takeoff,10.0,40.0,30.0,0.0
S4,continuous,B,22,1,112,landing,158.24469865424797,348.24469865424794,189.99999999999997,0.0
S4,continuous,B,27,2,116,takeoff,20.0,50.0,30.0,0.0
S4,continuous,B,7,2,116,landing,130.73114457301324,320.73114457301324,190.0,0.0
S4,continuous,B,2,3,79,takeoff,30.0,60.0,30.0,0.0
S4,continuous,B,4,3,79,landing,141.59551731400495,331.59551731400495,190.0,0.0
S4,continuous,B,16,4,28,takeoff,40.0,70.0,30.0,0.0
S4,continuous,B,3,4,28,landing,93.86725259902236,283.8672525990224,190.0,0.0
S4,continuous,B,28,5,51,takeoff,50.0,80.0,30.0,0.0
S4,continuous,B,29,5,51,landing,195.51698087491675,385.5169808749167,189.99999999999997,0.0
S4,continuous,B,17,6,166,takeoff,60.0,90.0,30.0,0.0
S4,continuous,B,4,6,166,landing,331.59551731400495,521.595517314005,190.0,173.3246299662011
S4,continuous,B,15,7,13,takeoff,70.0,100.0,30.0,0.0
S4,continuous,B,11,7,13,landing,172.1486985894348,362.1486985894348,190.0,0.0
S4,continuous,B,23,8,151,takeoff,80.0,110.0,30.0,0.0
S4,continuous,B,27,8,151,landing,201.94960587345415,391.9496058734542,190.00000000000003,0.0
S4,continuous,B,7,9,41,takeoff,90.0,120.0,30.0,0.0
S4,continuous,B,6,9,41,landing,188.76731373561094,378.76731373561097,190.00000000000003,0.0
S4,continuous,B,9,10,147,takeoff,100.0,130.0,30.0,0.0
S4,continuous,B,11,10,147,landing,362.1486985894348,552.1486985894348,190.00000000000006,130.19025572772804
S4,continuous,B,12,11,36,takeoff,110.0,140.0,30.0,0.0
S4,continuous,B,7,11,36,landing,320.73114457301324,510.73114457301324,190.0,161.51795438036478
S4,continuous,B,9,12,167,takeoff,130.0,160.0,30.0,10.0
S4,continuous,B,13,12,167,landing,229.92037441895025,419.92037441895025,190.0,0.0
S4,continuous,B,20,13,136,takeoff,130.0,160.0,30.0,0.0
S4,continuous,B,12,13,136,landing,179.05296839631188,369.0529683963119,190.0,0.0
S4,continuous,B,18,14,40,takeoff,140.0,170.0,30.0,0.0
S4,continuous,B,25,14,40,landing,319.43080083552223,509.43080083552223,190.0,0.0
S4,continuous,B,25,15,42,takeoff,150.0,180.0,30.0,0.0
S4,continuous,B,6,15,42,landing,378.76731373561097,568.767313735611,190.0,94.26025216348012
S4,continuous,B,18,16,127,takeoff,170.0,200.0,30.0,10.0
S4,continuous,B,21,16,127,landing,330.55358954276636,520.5535895427663,189.99999999999994,0.0
S4,continuous,B,5,17,185,takeoff,170.0,200.0,30.0,0.0
S4,continuous,B,13,17,185,landing,419.92037441895025,609.9203744189502,190.0,154.86989931806193
S4,continuous,B,6,18,21,takeoff,568.767313735611,598.767313735611,30.0,388.76731373561097
S4,continuous,B,15,18,21,landing,675.9861118371326,865.9861118371326,190.0,0.0
S4,continuous,B,25,19,102,takeoff,190.0,220.0,30.0,0.0
S4,continuous,B,5,19,102,landing,301.26091143019687,491.26091143019687,190.0,0.0
S4,continuous,B,15,20,67,takeoff,200.0,230.0,30.0,0.0
S4,continuous,B,5,20,67,landing,491.26091143019687,681.2609114301969,190.0,256.3958523093354
S4,continuous,B,14,21,22,takeoff,210.0,240.0,30.0,0.0
S4,continuous,B,10,21,22,landing,292.96750881446434,482.96750881446434,190.0,0.0
S4,continuous,B,24,22,186,takeoff,220.0,250.0,30.0,0.0
S4,continuous,B,16,22,186,landing,337.314366399887,527.3143663998869,189.99999999999994,0.0
S4,continuous,B,14,23,74,takeoff,240.0,270.0,30.0,10.0
S4,continuous,B,15,23,74,landing,327.95619720964567,517.9561972096457,190.0,0.0
S4,continuous,B,22,24,178,takeoff,348.24469865424794,378.24469865424794,30.0,108.24469865424794
S4,continuous,B,20,24,178,landing,416.4794802691682,606.4794802691682,190.0,0.0
S4,continuous,B,15,25,82,takeoff,250.0,280.0,30.0,0.0
S4,continuous,B,17,25,82,landing,332.52239655228004,522.52239655228,190.0,11.919122433582743
S4,continuous,B,26,26,58,takeoff,260.0,290.0,30.0,0.0
S4,continuous,B,11,26,58,landing,552.1486985894348,742.1486985894348,190.0,192.2260017254393
S4,continuous,B,2,27,75,takeoff,270.0,300.0,30.0,0.0
S4,continuous,B,28,27,75,landing,405.2721815648345,595.2721815648345,189.99999999999994,0.0
S4,continuous,B,26,28,37,takeoff,290.0,320.0,30.0,10.0
S4,continuous,B,20,28,37,landing,606.4794802691682,796.4794802691682,190.0,228.7136122163539
S4,continuous,B,11,29,198,takeoff,742.1486985894348,772.1486985894348,30.0,452.14869858943484
