scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,pad_occupancy_enabled,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model
S3,continuous,A,150,240.0,66.66666666666667,0.45,714,20,20,152.4,500ft,False,disabled,1080,214,866,1048,1048,383,463,1431,1713.4630877728048,68.55453159800092,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,149,7.248322147651007,15,S3_cycle0000_A_seed1000,0,1000,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,755,20,20,152.4,500ft,False,disabled,1080,412,668,67,0,529,682,529,1935.0828550180534,93.56042974808439,0.0,0.0,0.0,0.0,0.0,0,0.04536422148860532,0.5888888888888889,0.06388888888888888,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,13,S3_cycle0000_B_seed1001,0,1001,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,740,20,20,152.4,500ft,False,disabled,1080,249,831,1227,1227,210,210,1437,1694.7187517592838,71.17488229849283,16.0,0.0,0.0,0.0,0.0,0,0.0,0.12685185185185185,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,16,S3_cycle0000_C_seed1002,0,1002,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,731,20,20,152.4,500ft,False,disabled,1080,674,406,81,0,241,241,241,1896.3309353717161,90.3181952405293,22.5,0.0,0.0,0.0,0.0,0,0.20138446484195313,0.6777777777777778,0.06296296296296296,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0000_D_seed1003,0,1003,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,743,20,20,152.4,500ft,True,disabled,1080,356,724,28,7,1189,12132,1196,2129.271343227845,624.5625822423182,906.3226207788537,876.6003985566317,493.8228731015347,1370.4232716581653,3080.717269118006,1051,0.052814535565970655,0.8379629629629629,0.022222222222222223,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,825,255,150,7.2,10,S3_cycle0000_E_seed1004,0,1004,E
S3,continuous,A,150,240.0,66.66666666666667,0.45,754,20,20,152.4,500ft,False,disabled,1080,141,939,1463,1463,443,555,1906,1721.971336013142,80.59020397679649,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1074,6,150,7.2,16,S3_cycle0001_A_seed1100,1,1100,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,669,20,20,152.4,500ft,False,disabled,1080,490,590,79,0,397,478,397,1789.1613452911802,74.63936639477886,0.0,0.0,0.0,0.0,0.0,0,0.16358778727854997,0.6703703703703704,0.07777777777777778,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,150,7.2,17,S3_cycle0001_B_seed1101,1,1101,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,744,20,20,152.4,500ft,False,disabled,1080,227,853,1121,1121,334,334,1455,1792.8851559424152,87.0777896287909,20.833333333333332,0.0,0.0,0.0,0.0,0,0.0,0.1648148148148148,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1067,13,150,7.2,15,S3_cycle0001_C_seed1102,1,1102,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,740,20,20,152.4,500ft,False,disabled,1080,581,499,70,0,325,326,325,2035.1483384794358,106.27727588977258,22.77777777777778,0.0,0.0,0.0,0.0,0,0.5032852795317695,0.7314814814814815,0.06018518518518518,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1068,12,150,7.2,13,S3_cycle0001_D_seed1103,1,1103,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,719,20,20,152.4,500ft,True,disabled,1080,399,681,60,36,1167,15988,1203,1975.0353490518444,639.6246081530733,887.9006997407971,865.9562552963527,515.2442138425733,1381.200469138926,3418.1339485354347,1054,0.07525455274459729,0.8074074074074075,0.05,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,832,248,150,7.2,10,S3_cycle0001_E_seed1104,1,1104,E
S3,continuous,A,150,240.0,66.66666666666667,0.45,704,20,20,152.4,500ft,False,disabled,1080,172,908,1254,1254,414,504,1668,1790.4977126934157,80.32797682864623,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,149,7.248322147651007,15,S3_cycle0002_A_seed1200,2,1200,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,747,20,20,152.4,500ft,False,disabled,1080,417,663,54,0,511,676,511,2022.6170586877995,99.23412659543453,0.0,0.0,0.0,0.0,0.0,0,0.13742408524844488,0.6314814814814815,0.049074074074074076,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,16,S3_cycle0002_B_seed1201,2,1201,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,743,20,20,152.4,500ft,False,disabled,1080,276,804,1175,1175,283,283,1458,1927.2657083523734,89.97769426900709,21.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.15925925925925927,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0002_C_seed1202,2,1202,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,714,20,20,152.4,500ft,False,disabled,1080,624,456,36,0,283,283,283,1872.5613225811953,94.69083907970519,24.055555555555557,0.0,0.0,0.0,0.0,0,0.06733099552604947,0.7342592592592593,0.03333333333333333,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0002_D_seed1203,2,1203,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,747,20,20,152.4,500ft,True,disabled,1080,320,760,49,35,1401,14471,1436,2007.9265324192393,661.5657466911474,895.1431582740194,871.5320471629084,517.9754554180655,1389.5075025809729,3025.321926366475,1053,0.0948383439193334,0.8138888888888889,0.04537037037037037,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,819,261,150,7.2,10,S3_cycle0002_E_seed1204,2,1204,E
S3,continuous,A,150,240.0,66.66666666666667,0.45,716,20,20,152.4,500ft,False,disabled,1080,148,932,1500,1500,449,564,1949,1660.3130454911345,75.47532737475346,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0003_A_seed1300,3,1300,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,702,20,20,152.4,500ft,False,disabled,1080,470,610,69,0,467,608,467,1747.984193653868,90.87997383682155,0.0,0.0,0.0,0.0,0.0,0,0.11540337444495408,0.5425925925925926,0.06111111111111111,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0003_B_seed1301,3,1301,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,732,20,20,152.4,500ft,False,disabled,1080,280,800,1104,1104,289,289,1393,1934.5941297129377,91.75227214833332,21.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.1537037037037037,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0003_C_seed1302,3,1302,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,725,20,20,152.4,500ft,False,disabled,1080,604,476,82,0,300,300,300,1774.129510082634,98.03326534916813,21.0,0.0,0.0,0.0,0.0,0,0.18355187780152457,0.6888888888888889,0.07592592592592592,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0003_D_seed1303,3,1303,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,735,20,20,152.4,500ft,True,disabled,1080,335,745,81,42,1517,26215,1559,2180.3645011193676,663.8702706966961,880.5458169727947,856.6569280839059,535.1780597876001,1391.8349878715042,4024.509691627037,1055,0.18249202648742938,0.8333333333333334,0.05277777777777778,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,827,253,150,7.2,10,S3_cycle0003_E_seed1304,3,1304,E
S3,continuous,A,150,240.0,66.66666666666667,0.45,757,20,20,152.4,500ft,False,disabled,1080,118,962,2077,2077,403,494,2480,1922.9561335825613,78.9348834534753,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1074,6,150,7.2,15,S3_cycle0004_A_seed1400,4,1400,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,737,20,20,152.4,500ft,False,disabled,1080,383,697,106,0,534,630,534,1804.9086910429162,87.47972652662833,0.0,0.0,0.0,0.0,0.0,0,0.714327914535152,0.5259259259259259,0.09074074074074075,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0004_B_seed1401,4,1401,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,712,20,20,152.4,500ft,False,disabled,1080,330,750,877,877,279,279,1156,1773.8461963275347,84.68257938987213,24.27777777777778,0.0,0.0,0.0,0.0,0,0.0,0.16574074074074074,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,149,7.248322147651007,14,S3_cycle0004_C_seed1402,4,1402,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,717,20,20,152.4,500ft,False,disabled,1080,588,492,57,0,316,317,316,1666.984881900523,84.9427615916984,21.944444444444443,0.0,0.0,0.0,0.0,0,0.12332702983023296,0.6222222222222222,0.05,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,15,S3_cycle0004_D_seed1403,4,1403,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,720,20,20,152.4,500ft,True,disabled,1080,346,734,63,16,1370,18212,1386,1927.4762514470253,632.6939289786484,934.1591192536935,912.4368970314708,505.549495148954,1417.986392180424,3339.376501221037,1060,0.2463076081250463,0.8212962962962963,0.05185185185185185,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,817,263,150,7.2,10,S3_cycle0004_E_seed1404,4,1404,E
S3,continuous,A,150,240.0,66.66666666666667,0.45,704,20,20,152.4,500ft,False,disabled,1080,109,971,2028,2028,477,601,2505,1911.6890254645502,87.94366281393584,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0005_A_seed1500,5,1500,A
S3,continuous,B,150,240.0,66.66666666666667,0.45,718,20,20,152.4,500ft,False,disabled,1080,375,705,6,0,543,728,543,1880.7893167636341,101.11824772570232,0.0,0.0,0.0,0.0,0.0,0,0.028117310769227466,0.6768518518518518,0.005555555555555556,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0005_B_seed1501,5,1501,B
S3,continuous,C,150,240.0,66.66666666666667,0.45,730,20,20,152.4,500ft,False,disabled,1080,232,848,1552,1552,233,233,1785,1742.3995448176086,67.60916636234604,18.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.11666666666666667,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,16,S3_cycle0005_C_seed1502,5,1502,C
S3,continuous,D,150,240.0,66.66666666666667,0.45,741,20,20,152.4,500ft,False,disabled,1080,574,506,53,0,331,334,331,1839.6500829035285,95.34385793792106,28.444444444444443,0.0,0.0,0.0,0.0,0,0.045756209555414394,0.7231481481481481,0.04722222222222222,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0005_D_seed1503,5,1503,D
S3,continuous,E,150,240.0,66.66666666666667,0.45,719,20,20,152.4,500ft,True,disabled,1080,413,667,32,12,1552,43971,1564,2354.845807321555,715.9694878435644,926.8620471644401,895.9176027199961,581.4554284052343,1477.3730311252305,4123.126319652185,1054,0.08385759380932953,0.8796296296296297,0.025,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,791,289,150,7.2,12,S3_cycle0005_E_seed1504,5,1504,E
