scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,pad_occupancy_enabled,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model
S1,continuous,A,75,240.0,66.66666666666667,0.35,319,8,8,152.4,500ft,False,disabled,1080,81,999,1209,1209,1039,1188,2248,881.9042040365678,49.32890530422875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1075,5,75,14.4,24,S1_cycle0000_A_seed1000,0,1000,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,324,8,8,152.4,500ft,False,disabled,1080,149,931,33,0,1095,1402,1095,1240.5553814247864,82.47314586612119,0.0,0.0,0.0,0.0,0.0,0,0.08764132153948007,0.5416666666666666,0.030555555555555555,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1073,7,75,14.4,23,S1_cycle0000_B_seed1001,0,1001,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,313,8,8,152.4,500ft,False,disabled,1080,173,907,794,794,583,583,1377,1188.2708101674987,87.412126183201,69.72222222222223,0.0,0.0,0.0,0.0,0,0.0,0.3472222222222222,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1064,16,75,14.4,23,S1_cycle0000_C_seed1002,0,1002,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,336,8,8,152.4,500ft,False,disabled,1080,172,908,50,11,903,929,914,1213.475151023878,112.12903025185997,124.55555555555556,0.0,0.0,0.0,0.0,0,0.07253118681867385,0.7787037037037037,0.03425925925925926,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1054,26,75,14.4,21,S1_cycle0000_D_seed1003,0,1003,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,333,8,8,152.4,500ft,True,disabled,1080,212,868,8,8,2538,50624,2546,1251.1329703445547,882.9550944747077,1281.9219819374664,1256.3108708263558,761.2585270860096,2017.569397912362,4704.55821819499,1070,0.0017532319413925174,0.8083333333333333,0.006481481481481481,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,359,721,75,14.4,18,S1_cycle0000_E_seed1004,0,1004,E
S1,continuous,A,75,240.0,66.66666666666667,0.35,330,8,8,152.4,500ft,False,disabled,1080,29,1051,1479,1479,909,1149,2388,1165.7976126699507,68.34978778967836,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1073,7,75,14.4,22,S1_cycle0001_A_seed1100,1,1100,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,310,8,8,152.4,500ft,False,disabled,1080,106,974,67,0,1228,1621,1228,1135.8167043882434,89.37780125749639,0.0,0.0,0.0,0.0,0.0,0,0.14061345361762298,0.6657407407407407,0.062037037037037036,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1074,6,75,14.4,25,S1_cycle0001_B_seed1101,1,1101,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,319,8,8,152.4,500ft,False,disabled,1080,151,929,448,448,737,747,1185,1130.5567559205588,95.3162322941356,113.72222222222223,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1059,21,75,14.4,22,S1_cycle0001_C_seed1102,1,1102,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,309,8,8,152.4,500ft,False,disabled,1080,265,815,27,2,704,707,706,1213.8827615039097,102.87962773179127,93.33333333333333,0.0,0.0,0.0,0.0,0,0.022073938100035873,0.7351851851851852,0.025,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1062,18,75,14.4,23,S1_cycle0001_D_seed1103,1,1103,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,313,8,8,152.4,500ft,True,disabled,1080,164,916,17,17,2773,41965,2790,1293.153066132506,853.1322211825815,1340.179459856377,1311.8461265230437,727.6021994207814,2039.4483259438227,3785.4623408900698,1071,0.008141540039206852,0.7509259259259259,0.012962962962962963,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,353,727,75,14.4,19,S1_cycle0001_E_seed1104,1,1104,E
S1,continuous,A,75,240.0,66.66666666666667,0.35,323,8,8,152.4,500ft,False,disabled,1080,67,1013,1061,1061,1159,1453,2220,1064.1841946231796,70.75887493070927,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1074,6,75,14.4,22,S1_cycle0002_A_seed1200,2,1200,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,312,8,8,152.4,500ft,False,disabled,1080,129,951,44,0,1106,1431,1106,1116.8623305611939,84.98856708931287,0.0,0.0,0.0,0.0,0.0,0,0.039310040611218046,0.6351851851851852,0.040740740740740744,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1072,8,75,14.4,22,S1_cycle0002_B_seed1201,2,1201,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,326,8,8,152.4,500ft,False,disabled,1080,178,902,933,933,561,564,1494,1106.1409023978695,77.71244849094336,67.77777777777777,0.0,0.0,0.0,0.0,0,0.0,0.2972222222222222,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1061,19,75,14.4,23,S1_cycle0002_C_seed1202,2,1202,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,342,8,8,152.4,500ft,False,disabled,1080,224,856,29,0,778,783,778,1079.7625310398519,100.27153346480345,116.33333333333333,0.0,0.0,0.0,0.0,0,0.07753665692331814,0.8157407407407408,0.026851851851851852,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1057,23,75,14.4,26,S1_cycle0002_D_seed1203,2,1203,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,318,8,8,152.4,500ft,True,disabled,1080,261,819,46,9,1541,24785,1550,1529.4023359825494,787.3397776659664,1344.054655203411,1326.4435440923003,647.7953598334914,1974.2389039257916,3692.8296470321575,1074,0.028463053081401627,0.8361111111111111,0.03888888888888889,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,357,723,75,14.4,17,S1_cycle0002_E_seed1204,2,1204,E
S1,continuous,A,75,240.0,66.66666666666667,0.35,317,8,8,152.4,500ft,False,disabled,1080,69,1011,1172,1172,1075,1398,2247,1165.6658917389946,80.45145000373762,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1072,8,75,14.4,22,S1_cycle0003_A_seed1300,3,1300,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,312,8,8,152.4,500ft,False,disabled,1080,114,966,172,0,1278,1611,1278,1108.809613347193,72.71091094220485,0.0,0.0,0.0,0.0,0.0,0,0.1983942016149235,0.5185185185185185,0.11481481481481481,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1073,7,75,14.4,22,S1_cycle0003_B_seed1301,3,1301,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,326,8,8,152.4,500ft,False,disabled,1080,149,931,745,745,615,617,1360,1250.7072496949625,86.63545342922053,92.5,0.0,0.0,0.0,0.0,0,0.0,0.3638888888888889,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1063,17,75,14.4,25,S1_cycle0003_C_seed1302,3,1302,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,301,8,8,152.4,500ft,False,disabled,1080,141,939,41,2,1072,1153,1074,1179.7645394216222,119.78106667838676,141.22222222222223,0.0,0.0,0.0,0.0,0,0.02827742335119691,0.6518518518518519,0.03796296296296296,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1055,25,75,14.4,21,S1_cycle0003_D_seed1303,3,1303,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,296,8,8,152.4,500ft,True,disabled,1080,399,681,34,20,2062,65312,2082,1192.049245331054,890.2067659755166,1323.6483378860999,1301.4261156638781,788.9503986088265,2090.3765142727007,4587.530204686078,1065,0.03441169824657469,0.8472222222222222,0.025925925925925925,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,349,731,75,14.4,19,S1_cycle0003_E_seed1304,3,1304,E
S1,continuous,A,75,240.0,66.66666666666667,0.35,323,8,8,152.4,500ft,False,disabled,1080,92,988,908,908,827,992,1735,979.1891095004788,54.43598796513239,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1072,8,75,14.4,29,S1_cycle0004_A_seed1400,4,1400,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,313,8,8,152.4,500ft,False,disabled,1080,132,948,71,0,1105,1425,1105,1048.4509201313342,68.4504821051212,0.0,0.0,0.0,0.0,0.0,0,0.4449018614092236,0.6101851851851852,0.06574074074074074,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1073,7,75,14.4,23,S1_cycle0004_B_seed1401,4,1401,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,320,8,8,152.4,500ft,False,disabled,1080,123,957,497,497,802,831,1299,1247.3740863273551,99.71779159395895,122.66666666666667,0.0,0.0,0.0,0.0,0,0.0,0.46111111111111114,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1055,25,75,14.4,20,S1_cycle0004_C_seed1402,4,1402,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,319,8,8,152.4,500ft,False,disabled,1080,162,918,28,4,918,983,922,968.6485175761499,90.01356094962063,148.61111111111111,0.0,0.0,0.0,0.0,0,0.08102718269051318,0.6898148148148148,0.025925925925925925,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1057,23,75,14.4,23,S1_cycle0004_D_seed1403,4,1403,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,286,8,8,152.4,500ft,True,disabled,1080,357,723,117,30,2793,133604,2823,1349.6718277492687,1007.8955779177255,1254.0203978676664,1227.853731201,891.6915545113204,2119.5452857123228,5513.322570114149,1073,0.1457350182016582,0.8444444444444444,0.08333333333333333,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,352,728,75,14.4,20,S1_cycle0004_E_seed1404,4,1404,E
S1,continuous,A,75,240.0,66.66666666666667,0.35,319,8,8,152.4,500ft,False,disabled,1080,50,1030,870,870,1197,1472,2067,967.3524219633252,68.82459122248773,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1075,5,75,14.4,26,S1_cycle0005_A_seed1500,5,1500,A
S1,continuous,B,75,240.0,66.66666666666667,0.35,320,8,8,152.4,500ft,False,disabled,1080,53,1027,43,0,1589,2053,1589,1047.9733916931057,85.94313170702581,0.0,0.0,0.0,0.0,0.0,0,0.0022529381628402234,0.662962962962963,0.03981481481481482,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1074,6,75,14.4,23,S1_cycle0005_B_seed1501,5,1501,B
S1,continuous,C,75,240.0,66.66666666666667,0.35,335,8,8,152.4,500ft,False,disabled,1080,226,854,532,532,603,603,1135,1096.5564264048337,86.6541803514358,69.11111111111111,0.0,0.0,0.0,0.0,0,0.0,0.35,0.0,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1065,15,75,14.4,23,S1_cycle0005_C_seed1502,5,1502,C
S1,continuous,D,75,240.0,66.66666666666667,0.35,311,8,8,152.4,500ft,False,disabled,1080,297,783,95,0,646,646,646,1290.4277229253314,90.30129741225886,76.72222222222223,0.0,0.0,0.0,0.0,0,0.14248808842160088,0.6962962962962963,0.08796296296296297,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,1063,17,75,14.4,22,S1_cycle0005_D_seed1503,5,1503,D
S1,continuous,E,75,240.0,66.66666666666667,0.35,315,8,8,152.4,500ft,True,disabled,1080,319,761,10,11,1735,34847,1746,1146.2263174878453,884.7662948294071,1327.6180754609115,1309.0069643498005,776.7965845625451,2085.803548912345,4720.0,1072,0.03688769720786151,0.8296296296296296,0.008333333333333333,S1,소형 고혼잡 도시 시나리오,1500,1500,50,10,75,10800,10,1080,352,728,75,14.4,19,S1_cycle0005_E_seed1504,5,1504,E
