aircraft_id,mission_count
0,3
1,8
2,2
3,4
4,2
5,1
6,2
7,4
8,1
9,4
10,2
11,6
12,4
13,5
14,3
15,6
16,4
17,1
18,4
19,5
20,4
21,2
22,4
23,1
24,2
25,2
26,5
27,3
28,2
29,7
30,2
31,3
32,5
33,4
34,3
35,0
36,2
37,2
38,6
39,4
40,1
41,6
42,2
43,2
44,4
45,5
46,3
47,5
48,4
49,5
50,3
51,2
52,3
53,2
54,2
55,3
56,3
57,2
58,4
59,4
60,7
61,5
62,4
63,4
64,3
65,3
66,8
67,3
68,2
69,4
70,3
71,4
72,3
73,1
74,2
75,5
76,2
77,2
78,5
79,6
80,4
81,3
82,1
83,3
84,0
85,4
86,6
87,3
88,6
89,4
90,5
91,6
92,1
93,5
94,4
95,4
96,4
97,6
98,3
99,3
100,1
101,3
102,4
103,3
104,2
105,3
106,5
107,4
108,0
109,6
110,1
111,3
112,6
113,4
114,2
115,3
116,3
117,6
118,4
119,3
120,4
121,4
122,1
123,1
124,2
125,3
126,4
127,1
128,5
129,4
130,1
131,8
132,4
133,6
134,3
135,3
136,3
137,5
138,3
139,3
140,4
141,2
142,5
143,5
144,2
145,2
146,3
147,3
148,2
149,1
150,2
151,5
152,4
153,2
154,4
155,0
156,5
157,2
158,8
159,4
160,1
161,6
162,5
163,6
164,1
165,5
166,3
167,3
168,3
169,4
170,2
171,2
172,5
173,5
174,1
175,3
176,3
177,2
178,3
179,6
180,5
181,1
182,4
183,1
184,4
185,4
186,1
187,3
188,4
189,3
190,1
191,0
192,2
193,2
194,3
195,3
196,5
197,2
198,4
199,5
200,1
201,4
202,3
203,4
204,7
205,2
206,1
207,1
208,4
209,0
210,5
211,3
212,4
213,7
214,5
215,3
216,5
217,6
218,6
219,7
220,6
221,5
222,1
223,3
224,6
225,3
226,3
227,5
228,3
229,4
230,3
231,7
232,6
233,5
234,2
235,2
236,8
237,3
238,7
239,0
240,4
241,3
242,2
243,2
244,3
245,7
246,5
247,1
248,3
249,0
250,6
251,10
252,2
253,3
254,3
255,5
256,4
257,1
258,6
259,3
260,6
261,1
262,7
263,3
264,3
265,3
266,5
267,2
268,5
269,3
270,9
271,5
272,3
273,4
274,3
275,4
276,4
277,6
278,4
279,5
280,4
281,0
282,3
283,4
284,8
285,3
286,3
287,3
288,4
289,1
290,8
291,4
292,12
293,6
294,3
295,2
296,4
297,7
298,2
299,6
