scenario_id,sweep,model,vertiport_id,flight_id,aircraft_id,operation,start_s,end_s,duration_s,pad_delay_s
S5,continuous,D,33,0,75,takeoff,0.0,30.0,30.0,0.0
S5,continuous,D,6,0,75,landing,134.28354022309762,324.2835402230976,189.99999999999997,0.0
S5,continuous,D,18,1,260,takeoff,30.0,60.0,30.0,0.0
S5,continuous,D,39,1,260,landing,97.3185604177344,287.3185604177344,189.99999999999997,0.0
S5,continuous,D,4,2,230,takeoff,60.0,90.0,30.0,0.0
S5,continuous,D,38,2,230,landing,190.48253770459016,380.4825377045902,190.00000000000003,0.0
S5,continuous,D,13,3,249,takeoff,90.0,120.0,30.0,0.0
S5,continuous,D,29,3,249,landing,252.71362865969746,442.71362865969746,190.0,0.0
S5,continuous,D,12,4,84,takeoff,120.0,150.0,30.0,0.0
S5,continuous,D,39,4,84,landing,287.3185604177344,477.3185604177344,190.0,107.4538274904576
S5,continuous,D,23,5,49,takeoff,150.0,180.0,30.0,0.0
S5,continuous,D,36,5,49,landing,270.0573548977274,460.0573548977274,190.0,0.0
S5,continuous,D,27,6,72,takeoff,180.0,210.0,30.0,0.0
S5,continuous,D,28,6,72,landing,222.41770902822626,412.4177090282262,189.99999999999997,0.0
S5,continuous,D,7,7,107,takeoff,210.0,240.0,30.0,0.0
S5,continuous,D,39,7,107,landing,477.3185604177344,667.3185604177344,190.0,163.01249780824304
S5,continuous,D,13,8,284,takeoff,240.0,270.0,30.0,0.0
S5,continuous,D,9,8,284,landing,311.65470108871125,501.65470108871125,190.0,0.0
S5,continuous,D,6,9,86,takeoff,324.2835402230976,354.2835402230976,30.0,54.28354022309759
S5,continuous,D,23,9,86,landing,397.6320476059011,587.6320476059011,190.0,0.0
S5,continuous,D,25,10,50,takeoff,300.0,330.0,30.0,0.0
S5,continuous,D,5,10,50,landing,398.5139310670187,588.5139310670187,190.0,0.0
S5,continuous,D,33,11,180,takeoff,330.0,360.0,30.0,0.0
S5,continuous,D,14,11,180,landing,468.44663862053466,658.4466386205347,190.00000000000006,0.0
S5,continuous,D,13,12,172,takeoff,360.0,390.0,30.0,0.0
S5,continuous,D,2,12,172,landing,475.99228025057147,665.9922802505714,189.99999999999994,0.0
S5,continuous,D,4,13,104,takeoff,390.0,420.0,30.0,0.0
S5,continuous,D,30,13,104,landing,563.6571767634855,753.6571767634855,190.0,0.0
S5,continuous,D,0,14,224,takeoff,420.0,450.0,30.0,0.0
S5,continuous,D,7,14,224,landing,495.45121282778706,685.451212827787,189.99999999999994,0.0
S5,continuous,D,7,15,177,takeoff,450.0,480.0,30.0,0.0
S5,continuous,D,37,15,177,landing,498.73477620849513,688.7347762084951,189.99999999999994,0.0
S5,continuous,D,24,16,21,takeoff,480.0,510.0,30.0,0.0
S5,continuous,D,5,16,21,landing,588.5139310670187,778.5139310670187,190.0,15.860851067140288
S5,continuous,D,31,17,159,takeoff,510.0,540.0,30.0,0.0
S5,continuous,D,29,17,159,landing,620.4964580640767,810.4964580640767,190.0,0.0
S5,continuous,D,38,18,224,takeoff,540.0,570.0,30.0,0.0
S5,continuous,D,11,18,224,landing,677.4907291333257,867.4907291333257,190.0,0.0
S5,continuous,D,25,19,62,takeoff,570.0,600.0,30.0,0.0
S5,continuous,D,35,19,62,landing,636.1986963374185,826.1986963374185,190.0,0.0
S5,continuous,D,10,20,294,takeoff,660.0,690.0,30.0,0.0
S5,continuous,D,35,20,294,landing,826.1986963374185,1016.1986963374185,190.0,144.38808587352105
S5,continuous,D,21,21,185,takeoff,630.0,660.0,30.0,0.0
S5,continuous,D,10,21,185,landing,714.6693591017265,904.6693591017265,190.0,0.0
S5,continuous,D,38,22,239,takeoff,660.0,690.0,30.0,0.0
S5,continuous,D,22,22,239,landing,747.2666389721791,937.2666389721791,190.0,0.0
S5,continuous,D,28,23,216,takeoff,690.0,720.0,30.0,0.0
S5,continuous,D,12,23,216,landing,759.2563664398431,949.2563664398431,190.0,0.0
S5,continuous,D,24,24,16,takeoff,720.0,750.0,30.0,0.0
S5,continuous,D,10,24,16,landing,904.6693591017265,1094.6693591017265,190.0,55.7087410557217
S5,continuous,D,25,25,156,takeoff,750.0,780.0,30.0,0.0
S5,continuous,D,26,25,156,landing,898.7590248069939,1088.759024806994,190.0,0.0
S5,continuous,D,15,26,177,takeoff,780.0,810.0,30.0,0.0
S5,continuous,D,35,26,177,landing,1016.1986963374185,1206.1986963374184,189.9999999999999,110.52090309343146
S5,continuous,D,5,27,61,takeoff,810.0,840.0,30.0,0.0
S5,continuous,D,12,27,61,landing,949.2563664398431,1139.256366439843,190.0,31.014297551419986
S5,continuous,D,8,28,60,takeoff,840.0,870.0,30.0,0.0
S5,continuous,D,29,28,60,landing,981.2373993535784,1171.2373993535784,190.0,0.0
S5,continuous,D,11,29,10,takeoff,870.0,900.0,30.0,0.0
S5,continuous,D,8,29,10,landing,934.926383543984,1124.926383543984,190.0,0.0
S5,continuous,D,25,30,260,takeoff,900.0,930.0,30.0,0.0
S5,continuous,D,38,30,260,landing,962.8362226285408,1152.8362226285408,190.0,0.0
S5,continuous,D,0,31,200,takeoff,930.0,960.0,30.0,0.0
S5,continuous,D,39,31,200,landing,1040.481856207065,1230.481856207065,190.0,0.0
