aircraft_id,mission_count
0,1
1,3
2,3
3,2
4,4
5,2
6,3
7,3
8,4
9,3
10,5
11,1
12,2
13,3
14,3
15,3
16,2
17,0
18,5
19,7
20,7
21,5
22,6
23,4
24,2
25,5
26,8
27,0
28,2
29,3
30,6
31,3
32,1
33,2
34,6
35,2
36,4
37,5
38,4
39,6
40,2
41,4
42,3
43,3
44,1
45,3
46,8
47,3
48,5
49,2
50,1
51,5
52,3
53,3
54,2
55,2
56,5
57,10
58,3
59,4
60,1
61,4
62,6
63,4
64,3
65,2
66,4
67,2
68,8
69,3
70,4
71,4
72,4
73,6
74,2
75,3
76,1
77,5
78,2
79,3
80,6
81,6
82,7
83,2
84,3
85,3
86,4
87,6
88,2
89,4
90,3
91,4
92,4
93,4
94,8
95,7
96,2
97,4
98,8
99,4
100,4
101,3
102,3
103,4
104,3
105,3
106,5
107,2
108,3
109,3
110,3
111,6
112,5
113,4
114,6
115,3
116,5
117,6
118,4
119,5
120,3
121,5
122,6
123,6
124,2
125,1
126,4
127,5
128,2
129,5
130,6
131,2
132,3
133,4
134,3
135,4
136,2
137,3
138,1
139,3
140,2
141,1
142,2
143,2
144,3
145,2
146,5
147,1
148,3
149,5
150,2
151,5
152,1
153,4
154,6
155,2
156,8
157,1
158,7
159,2
160,5
161,5
162,6
163,3
164,4
165,2
166,1
167,2
168,4
169,5
170,4
171,7
172,5
173,6
174,6
175,2
176,3
177,3
178,4
179,5
180,3
181,4
182,6
183,5
184,2
185,1
186,4
187,3
188,7
189,5
190,0
191,3
192,3
193,3
194,6
195,6
196,3
197,5
198,6
199,5
200,4
201,5
202,3
203,4
204,2
205,3
206,5
207,1
208,1
209,3
210,2
211,8
212,3
213,2
214,0
215,4
216,6
217,3
218,6
219,3
220,3
221,2
222,4
223,5
224,0
225,2
226,3
227,6
228,2
229,1
230,4
231,4
232,1
233,4
234,2
235,4
236,3
237,7
238,4
239,2
240,2
241,6
242,2
243,4
244,2
245,2
246,2
247,1
248,3
249,4
250,3
251,3
252,5
253,2
254,5
255,3
256,2
257,2
258,2
259,2
260,1
261,5
262,5
263,3
264,4
265,4
266,5
267,2
268,4
269,5
270,3
271,5
272,5
273,5
274,5
275,3
276,3
277,4
278,2
279,3
280,5
281,2
282,4
283,2
284,9
285,3
286,2
287,0
288,1
289,5
290,4
291,6
292,1
293,4
294,3
295,3
296,2
297,2
298,4
299,4
