scenario_id,sweep,model,flight_id,aircraft_id,time_s,x,y,z,phase,cruise_altitude,start_time,cruise_arrival_time,descent_start_time,end_time,origin_id,destination_id,speed_kmh,safety_distance_m,takeoff_pad_delay_s,landing_pad_delay_s,pad_delay_s
S2,continuous,A,0,75,0.0,24.465,627.507,185.001,climb,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,7.667,24.465,627.507,223.334,climb,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,15.333,24.465,627.507,261.667,climb,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,23.0,24.465,627.507,300.0,climb,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,23.0,24.465,627.507,300.0,cruise,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,30.992,556.117,592.636,300.0,cruise,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,38.984,1087.769,557.765,300.0,cruise,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,46.976,1619.42,522.894,300.0,cruise,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,46.976,1619.42,522.894,300.0,descend,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,55.632,1619.42,522.894,256.718,descend,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,64.289,1619.42,522.894,213.435,descend,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,0,75,72.945,1619.42,522.894,170.153,descend,300.0,0.0,46.976,46.976,72.945,7,9,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,10.0,923.945,777.658,137.597,climb,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,18.12,923.945,777.658,178.198,climb,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,26.24,923.945,777.658,218.799,climb,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,34.36,923.945,777.658,259.399,climb,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,42.481,923.945,777.658,300.0,climb,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,42.481,923.945,777.658,300.0,cruise,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,49.32,474.205,702.583,300.0,cruise,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,56.159,24.465,627.507,300.0,cruise,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,56.159,24.465,627.507,300.0,descend,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,63.826,24.465,627.507,261.667,descend,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,71.493,24.465,627.507,223.334,descend,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,1,78,79.159,24.465,627.507,185.001,descend,300.0,10.0,56.159,56.159,79.159,4,7,240.0,152.4,0.0,0.0,0.0
S2,continuous,A,2,59,20.0,1530.504,1571.71,269.519,climb,300.0,20.0,53.026,53.026,77.501,11,3,240.0,152.4,0.0,0.0,0.0
