aircraft_id,mission_count
0,3
1,3
2,3
3,2
4,4
5,3
6,5
7,4
8,3
9,5
10,3
11,5
12,2
13,3
14,1
15,4
16,4
17,2
18,2
19,4
20,2
21,2
22,3
23,2
24,4
25,4
26,2
27,3
28,4
29,2
30,1
31,4
32,2
33,3
34,5
35,3
36,1
37,4
38,3
39,3
40,2
41,4
42,5
43,7
44,1
45,2
46,3
47,2
48,2
49,2
50,3
51,2
52,1
53,2
54,4
55,5
56,3
57,1
58,2
59,1
60,2
61,4
62,3
63,3
64,3
65,5
66,2
67,3
68,3
69,1
70,4
71,2
72,3
73,1
74,0
75,1
76,4
77,1
78,1
79,3
80,5
81,5
82,4
83,2
84,4
85,1
86,3
87,3
88,3
89,1
90,4
91,3
92,3
93,5
94,3
95,5
96,2
97,6
98,4
99,1
100,6
101,2
102,3
103,6
104,4
105,3
106,3
107,0
108,5
109,1
110,3
111,5
112,3
113,2
114,0
115,1
116,3
117,2
118,6
119,7
120,4
121,2
122,3
123,6
124,2
125,3
126,0
127,3
128,2
129,4
130,5
131,3
132,3
133,4
134,2
135,5
136,3
137,0
138,5
139,3
140,2
141,4
142,0
143,7
144,4
145,4
146,4
147,4
148,5
149,3
150,2
151,4
152,3
153,1
154,3
155,3
156,4
157,4
158,1
159,5
160,2
161,5
162,1
163,1
164,4
165,1
166,4
167,3
168,4
169,2
170,4
171,4
172,7
173,4
174,7
175,5
176,1
177,3
178,4
179,2
180,4
181,2
182,4
183,2
184,3
185,3
186,2
187,2
188,4
189,1
190,4
191,0
192,1
193,3
194,5
195,4
196,2
197,4
198,2
199,5
200,5
201,4
202,1
203,1
204,2
205,5
206,3
207,3
208,4
209,4
210,2
211,1
212,2
213,3
214,2
215,1
216,8
217,1
218,2
219,2
220,2
221,3
222,5
223,3
224,4
225,2
226,5
227,3
228,2
229,6
230,5
231,0
232,1
233,2
234,1
235,2
236,4
237,2
238,8
239,3
240,3
241,4
242,1
243,5
244,2
245,2
246,4
247,1
248,1
249,2
250,3
251,0
252,2
253,5
254,6
255,2
256,2
257,3
258,4
259,1
260,4
261,1
262,4
263,4
264,1
265,2
266,5
267,1
268,6
269,3
270,4
271,3
272,3
273,3
274,5
275,4
276,4
277,2
278,4
279,7
280,1
281,3
282,2
283,5
284,4
285,4
286,1
287,5
288,1
289,2
290,0
291,2
292,5
293,3
294,2
295,4
296,1
297,4
298,2
299,3
300,2
301,2
302,4
303,2
304,1
305,6
306,3
307,5
308,5
309,0
310,3
311,2
312,2
313,1
314,5
315,3
316,4
317,2
318,0
319,3
320,1
321,2
322,5
323,3
324,3
325,3
326,1
327,6
328,2
329,2
330,5
331,4
332,1
333,3
334,2
335,4
336,1
337,3
338,5
339,5
340,0
341,1
342,3
343,1
344,3
345,3
346,4
347,4
348,3
349,5
350,1
351,4
352,2
353,4
354,2
355,1
356,5
357,3
358,2
359,6
