scenario_id,sweep,model,vertiport_id,flight_id,aircraft_id,operation,start_s,end_s,duration_s,pad_delay_s
S1,continuous,C,5,0,21,takeoff,0.0,30.0,30.0,0.0
S1,continuous,C,1,0,21,landing,90.35053371803798,280.350533718038,190.0,0.0
S1,continuous,C,6,1,56,takeoff,10.0,40.0,30.0,0.0
S1,continuous,C,0,1,56,landing,101.41922841634462,291.4192284163446,189.99999999999997,0.0
S1,continuous,C,7,2,13,takeoff,20.0,50.0,30.0,0.0
S1,continuous,C,2,2,13,landing,67.03753910312196,257.03753910312196,190.0,0.0
S1,continuous,C,2,3,48,takeoff,257.03753910312196,287.03753910312196,30.0,167.03753910312196
S1,continuous,C,1,3,48,landing,328.4898259195719,518.4898259195719,190.0,0.0
S1,continuous,C,3,4,59,takeoff,40.0,70.0,30.0,0.0
S1,continuous,C,2,4,59,landing,287.03753910312196,477.03753910312196,190.0,158.4301823219989
S1,continuous,C,2,5,28,takeoff,477.03753910312196,507.03753910312196,30.0,427.03753910312196
S1,continuous,C,6,5,28,landing,566.9675084160891,756.9675084160891,190.0,0.0
S1,continuous,C,2,6,19,takeoff,507.03753910312196,537.037539103122,30.0,447.03753910312196
S1,continuous,C,5,6,19,landing,593.9423561813254,783.9423561813254,190.0,0.0
S1,continuous,C,0,7,7,takeoff,70.0,100.0,30.0,0.0
S1,continuous,C,6,7,7,landing,221.41922841634465,411.41922841634465,190.0,0.0
S1,continuous,C,2,8,58,takeoff,537.037539103122,567.037539103122,30.0,457.03753910312196
S1,continuous,C,1,8,58,landing,608.4898259195719,798.4898259195719,190.0,0.0
S1,continuous,C,5,9,27,takeoff,90.0,120.0,30.0,0.0
S1,continuous,C,0,9,27,landing,291.4192284163446,481.4192284163446,190.0,116.14037174405411
S1,continuous,C,2,10,16,takeoff,567.037539103122,597.037539103122,30.0,467.03753910312196
S1,continuous,C,0,10,16,landing,647.8148017717176,837.8148017717176,190.0,0.0
S1,continuous,C,2,11,55,takeoff,597.037539103122,627.037539103122,30.0,487.03753910312196
