scenario_name,run_count,wall_time_s,generated_missions_total,completed_within_duration_total,completed_after_duration_total,collision_risk_count_total,building_collision_count_total,aircraft_collision_count_total,avg_pad_delay_s_mean,max_pad_delay_s_max,avg_flight_time_s_mean,models
S1,17525,172812.14312279993,18927000,16190143,2736857,27305454,6219321,21086133,410.8326167317071,7410.0,244.0443051785476,"A,B,C,D,E"
S2,13215,172831.58889429993,14272200,12670879,1601321,18200733,6613790,11586943,356.03586676190497,6687.650401470515,224.26317299164256,"A,B,C,D,E"
S3,13064,172809.59433740005,14109120,13330265,778855,14784673,7350303,7434370,279.574194012918,6271.571491968771,200.04620358115525,"A,B,C,D,E"
S4,22940,172813.45355099998,24775200,24281646,493554,15345573,9681153,5664420,89.127017135211,3463.5176836410665,140.48036661721645,"A,B,C,D,E"
S5,15698,172803.15187019994,16953840,16685456,268384,12390791,9394760,2996031,52.39513367237987,2286.791725870671,133.8846143008013,"A,B,C,D,E"
S6,11477,172804.86062629987,12395160,12197001,198159,11046618,8826105,2220513,52.53383396434968,2552.505252475079,134.83202841034466,"A,B,C,D,E"
