aircraft_id,mission_count
0,6
1,7
2,6
3,5
4,8
5,7
6,6
7,10
8,9
9,2
10,7
11,3
12,9
13,9
14,4
15,8
16,3
17,4
18,7
19,6
20,5
21,6
22,7
23,3
24,7
25,7
26,4
27,5
28,7
29,5
30,3
31,4
32,5
33,6
34,6
35,8
36,7
37,7
38,3
39,5
40,4
41,5
42,7
43,7
44,5
45,7
46,5
47,4
48,5
49,6
50,8
51,4
52,3
53,8
54,5
55,5
56,5
57,6
58,6
59,2
60,7
61,6
62,5
63,4
64,4
65,5
66,7
67,5
68,6
69,3
70,4
71,6
72,5
73,5
74,6
75,7
76,7
77,4
78,5
79,3
80,2
81,4
82,4
83,3
84,7
85,5
86,7
87,7
88,6
89,3
90,6
91,4
92,4
93,3
94,6
95,4
96,5
97,3
98,4
99,6
100,4
101,10
102,4
103,7
104,5
105,4
106,7
107,5
108,7
109,4
110,5
111,5
112,3
113,5
114,5
115,6
116,6
117,3
118,6
119,6
120,4
121,3
122,3
123,8
124,6
125,7
126,5
127,6
128,8
129,6
130,3
131,3
132,6
133,4
134,4
135,7
136,5
137,3
138,8
139,6
140,4
141,5
142,4
143,7
144,5
145,8
146,6
147,7
148,5
149,6
150,7
151,3
152,10
153,7
154,3
155,5
156,5
157,5
158,6
159,7
160,9
161,9
162,8
163,6
164,6
165,2
166,5
167,6
168,4
169,4
170,5
171,3
172,6
173,5
174,8
175,4
176,4
177,5
178,7
179,5
180,3
181,4
182,6
183,6
184,3
185,9
186,6
187,7
188,8
189,2
190,5
191,4
192,5
193,3
194,5
195,5
196,5
197,3
198,7
199,6
