aircraft_id,mission_count
0,6
1,9
2,6
3,7
4,6
5,8
6,5
7,7
8,6
9,5
10,7
11,7
12,5
13,8
14,7
15,4
16,7
17,9
18,5
19,4
20,5
21,5
22,7
23,5
24,4
25,3
26,5
27,6
28,7
29,4
30,9
31,6
32,5
33,2
34,5
35,6
36,4
37,2
38,5
39,8
40,7
41,5
42,6
43,6
44,6
45,7
46,4
47,4
48,4
49,6
50,6
51,6
52,8
53,8
54,5
55,5
56,7
57,3
58,7
59,3
60,5
61,7
62,4
63,7
64,4
65,7
66,8
67,7
68,7
69,3
70,3
71,4
72,8
73,8
74,3
75,7
76,5
77,9
78,4
79,7
80,6
81,4
82,8
83,7
84,4
85,5
86,7
87,3
88,6
89,3
90,3
91,4
92,3
93,7
94,6
95,7
96,6
97,3
98,3
99,7
100,6
101,5
102,4
103,3
104,5
105,5
106,6
107,3
108,5
109,5
110,4
111,5
112,5
113,5
114,6
115,3
116,8
117,7
118,7
119,4
120,3
121,4
122,6
123,6
124,5
125,5
126,6
127,6
128,2
129,7
130,5
131,7
132,3
133,6
134,4
135,7
136,3
137,4
138,6
139,6
140,7
141,5
142,5
143,6
144,5
145,4
146,2
147,5
148,6
149,7
150,4
151,5
152,2
153,5
154,7
155,7
156,6
157,5
158,7
159,5
160,6
161,4
162,4
163,4
164,5
165,5
166,7
167,5
168,3
169,4
170,0
171,5
172,5
173,4
174,7
175,5
176,5
177,5
178,7
179,5
180,7
181,5
182,6
183,8
184,8
185,7
186,6
187,4
188,4
189,6
190,5
191,5
192,7
193,3
194,3
195,3
196,7
197,6
198,7
199,8
