aircraft_id,mission_count
0,1
1,3
2,2
3,4
4,1
5,2
6,2
7,1
8,1
9,3
10,2
11,6
12,5
13,5
14,2
15,2
16,1
17,4
18,3
19,2
20,6
21,4
22,2
23,9
24,3
25,3
26,5
27,8
28,2
29,2
30,3
31,3
32,1
33,1
34,4
35,3
36,2
37,2
38,8
39,4
40,5
41,1
42,5
43,1
44,6
45,5
46,5
47,5
48,4
49,4
50,4
51,2
52,4
53,3
54,2
55,3
56,0
57,5
58,2
59,3
60,1
61,5
62,5
63,3
64,7
65,3
66,6
67,4
68,2
69,3
70,5
71,5
72,1
73,2
74,5
75,5
76,2
77,4
78,2
79,3
80,2
81,2
82,2
83,5
84,3
85,3
86,5
87,3
88,2
89,1
90,3
91,4
92,4
93,2
94,1
95,4
96,2
97,4
98,8
99,4
100,0
101,3
102,2
103,4
104,5
105,3
106,3
107,5
108,4
109,1
110,7
111,3
112,5
113,5
114,4
115,2
116,3
117,5
118,3
119,7
120,5
121,5
122,3
123,5
124,4
125,4
126,0
127,5
128,2
129,2
130,3
131,3
132,4
133,2
134,6
135,5
136,4
137,6
138,5
139,9
140,3
141,1
142,3
143,2
144,2
145,5
146,6
147,5
148,1
149,4
150,4
151,3
152,4
153,2
154,3
155,2
156,5
157,3
158,5
159,3
160,3
161,5
162,6
163,2
164,4
165,4
166,4
167,4
168,3
169,5
170,5
171,4
172,5
173,2
174,4
175,1
176,4
177,2
178,2
179,4
180,2
181,2
182,8
183,4
184,4
185,1
186,5
187,3
188,3
189,3
190,5
191,6
192,4
193,1
194,4
195,6
196,2
197,4
198,3
199,0
200,3
201,4
202,5
203,3
204,3
205,5
206,3
207,4
208,5
209,3
210,6
211,5
212,5
213,2
214,3
215,2
216,7
217,4
218,7
219,6
220,6
221,4
222,4
223,7
224,6
225,4
226,2
227,1
228,4
229,0
230,3
231,3
232,3
233,3
234,7
235,2
236,1
237,1
238,1
239,4
240,5
241,3
242,2
243,2
244,4
245,0
246,2
247,4
248,5
249,3
250,4
251,3
252,4
253,4
254,6
255,3
256,7
257,2
258,5
259,3
260,1
261,5
262,5
263,2
264,3
265,3
266,3
267,6
268,2
269,3
270,5
271,5
272,2
273,5
274,7
275,4
276,2
277,7
278,3
279,7
280,6
281,3
282,4
283,1
284,4
285,4
286,1
287,10
288,3
289,5
290,6
291,1
292,7
293,3
294,5
295,2
296,5
297,4
298,3
299,3
