aircraft_id,mission_count
0,7
1,7
2,6
3,6
4,10
5,8
6,8
7,7
8,9
9,8
10,6
11,8
12,7
13,9
14,6
15,7
16,6
17,9
18,7
19,8
20,9
21,7
22,7
23,10
24,7
25,7
26,7
27,7
28,8
29,6
30,7
31,6
32,6
33,10
34,11
35,8
36,7
37,7
38,6
39,8
40,7
41,9
42,8
43,5
44,6
45,7
46,7
47,6
48,7
49,8
50,7
51,8
52,8
53,6
54,7
55,8
56,6
57,7
58,8
59,6
60,7
61,8
62,7
63,7
64,7
65,5
66,7
67,8
68,5
69,7
70,8
71,6
72,6
73,8
74,7
75,6
76,7
77,9
78,9
79,9
80,8
81,8
82,7
83,9
84,7
85,5
86,8
87,6
88,5
89,8
90,7
91,5
92,8
93,9
94,6
95,6
96,9
97,9
98,6
99,8
100,7
101,8
102,9
103,7
104,8
105,5
106,6
107,5
108,7
109,7
110,6
111,7
112,8
113,7
114,10
115,7
116,7
117,5
118,5
119,7
120,6
121,6
122,5
123,7
124,8
125,7
126,8
127,8
128,6
129,7
130,9
131,8
132,6
133,6
134,7
135,8
136,7
137,10
138,6
139,7
140,10
141,8
142,4
143,7
144,7
145,6
146,8
147,6
148,8
149,8
