aircraft_id,mission_count
0,5
1,5
2,4
3,8
4,8
5,4
6,8
7,7
8,7
9,8
10,4
11,4
12,6
13,4
14,3
15,5
16,8
17,7
18,5
19,5
20,9
21,6
22,4
23,4
24,3
25,5
26,7
27,6
28,5
29,5
30,4
31,5
32,4
33,2
34,6
35,5
36,6
37,5
38,5
39,2
40,6
41,4
42,4
43,4
44,6
45,10
46,7
47,4
48,3
49,3
50,6
51,7
52,4
53,6
54,7
55,4
56,5
57,4
58,6
59,3
60,5
61,5
62,5
63,7
64,3
65,5
66,7
67,7
68,6
69,5
70,6
71,6
72,6
73,6
74,5
75,2
76,6
77,6
78,4
79,4
80,5
81,4
82,5
83,6
84,6
85,3
86,6
87,3
88,5
89,4
90,6
91,4
92,5
93,5
94,5
95,7
96,6
97,6
98,6
99,4
100,2
101,6
102,7
103,6
104,5
105,7
106,6
107,4
108,5
109,6
110,7
111,9
112,9
113,7
114,6
115,4
116,6
117,5
118,5
119,4
120,1
121,6
122,5
123,5
124,3
125,5
126,7
127,8
128,5
129,5
130,6
131,6
132,4
133,4
134,10
135,10
136,6
137,2
138,4
139,6
140,7
141,3
142,5
143,7
144,5
145,7
146,5
147,7
148,6
149,8
150,7
151,4
152,3
153,11
154,5
155,8
156,2
157,5
158,4
159,5
160,8
161,7
162,3
163,5
164,9
165,6
166,4
167,5
168,7
169,2
170,6
171,4
172,7
173,8
174,9
175,6
176,4
177,5
178,1
179,4
180,3
181,6
182,5
183,5
184,6
185,6
186,7
187,6
188,6
189,9
190,5
191,4
192,3
193,2
194,6
195,5
196,4
197,5
198,9
199,7
