scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,pad_occupancy_enabled,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model,run_wall_time_s,worker_elapsed_s
S3,continuous,A,150,240.0,66.66666666666667,0.45,704,20,20,152.4,500ft,False,disabled,1080,172,908,1254,1254,414,504,1668,1790.4977126934225,80.32797682864607,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,149,7.248322147651007,15,S3_cycle0002_A_seed1200,2,1200,A,1.0591760999523103,130.2644315001089
S3,continuous,B,150,240.0,66.66666666666667,0.45,747,20,20,152.4,500ft,False,disabled,1080,417,663,54,0,511,676,511,2022.6170586877956,99.23412659543447,0.0,0.0,0.0,0.0,0.0,0,0.13742408524844452,0.6314814814814815,0.049074074074074076,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,16,S3_cycle0002_B_seed1201,2,1201,B,6.671387800015509,136.94076170003973
S3,continuous,C,150,240.0,66.66666666666667,0.45,743,20,20,152.4,500ft,False,disabled,1080,276,804,1175,1175,283,283,1458,1927.26570835238,89.97769426900739,21.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.15925925925925927,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0002_C_seed1202,2,1202,C,2.3073452999815345,139.25312869995832
S3,continuous,D,150,240.0,66.66666666666667,0.45,714,20,20,152.4,500ft,False,disabled,1080,624,456,36,0,283,283,283,1872.561322581197,94.69083907970534,24.055555555555557,0.0,0.0,0.0,0.0,0,0.06733099552604527,0.7342592592592593,0.03333333333333333,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0002_D_seed1203,2,1203,D,12.928406399907544,152.18607580009848
S3,continuous,E,150,240.0,66.66666666666667,0.45,747,20,20,152.4,500ft,True,disabled,1080,320,760,49,35,1401,14471,1436,2007.9265324192402,661.5657466911481,895.1431582740194,871.5320471629083,517.9754554180657,1389.507502580974,3025.321926366475,1053,0.0948383439193352,0.8138888888888889,0.04537037037037037,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,819,261,150,7.2,10,S3_cycle0002_E_seed1204,2,1204,E,44.14759610011242,196.33975620009005
S3,continuous,A,150,240.0,66.66666666666667,0.45,716,20,20,152.4,500ft,False,disabled,1080,148,932,1500,1500,449,564,1949,1660.313045491132,75.47532737475355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0003_A_seed1300,3,1300,A,1.0457694998476654,197.3917096001096
S3,continuous,B,150,240.0,66.66666666666667,0.45,702,20,20,152.4,500ft,False,disabled,1080,470,610,69,0,467,608,467,1747.9841936538737,90.87997383682162,0.0,0.0,0.0,0.0,0.0,0,0.11540337444495123,0.5425925925925926,0.06111111111111111,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0003_B_seed1301,3,1301,B,5.635786399943754,203.03335259994492
S3,continuous,C,150,240.0,66.66666666666667,0.45,732,20,20,152.4,500ft,False,disabled,1080,280,800,1104,1104,289,289,1393,1934.5941297129425,91.75227214833326,21.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.1537037037037037,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0003_C_seed1302,3,1302,C,2.328837899956852,205.36678949999623
S3,continuous,D,150,240.0,66.66666666666667,0.45,725,20,20,152.4,500ft,False,disabled,1080,604,476,82,0,300,300,300,1774.1295100826314,98.03326534916808,21.0,0.0,0.0,0.0,0.0,0,0.18355187780152268,0.6888888888888889,0.07592592592592592,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0003_D_seed1303,3,1303,D,13.260763300117105,218.63304960005917
S3,continuous,E,150,240.0,66.66666666666667,0.45,735,20,20,152.4,500ft,True,disabled,1080,335,745,81,42,1517,26215,1559,2180.364501119367,663.8702706966956,880.5458169727948,856.656928083906,535.1780597875995,1391.8349878715055,4024.509691627037,1055,0.18249202648742968,0.8333333333333334,0.05277777777777778,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,827,253,150,7.2,10,S3_cycle0003_E_seed1304,3,1304,E,51.091797600034624,269.73143359995447
S3,continuous,A,150,240.0,66.66666666666667,0.45,757,20,20,152.4,500ft,False,disabled,1080,118,962,2077,2077,403,494,2480,1922.9561335825615,78.93488345347531,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1074,6,150,7.2,15,S3_cycle0004_A_seed1400,4,1400,A,1.0622870000079274,270.7986471999902
S3,continuous,B,150,240.0,66.66666666666667,0.45,737,20,20,152.4,500ft,False,disabled,1080,383,697,106,0,534,630,534,1804.9086910429157,87.47972652662823,0.0,0.0,0.0,0.0,0.0,0,0.7143279145351541,0.5259259259259259,0.09074074074074075,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0004_B_seed1401,4,1401,B,5.8447064000647515,276.6488548000343
S3,continuous,C,150,240.0,66.66666666666667,0.45,712,20,20,152.4,500ft,False,disabled,1080,330,750,877,877,279,279,1156,1773.8461963275383,84.68257938987215,24.27777777777778,0.0,0.0,0.0,0.0,0,0.0,0.16574074074074074,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,149,7.248322147651007,14,S3_cycle0004_C_seed1402,4,1402,C,2.5466352999210358,279.20033659995534
S3,continuous,D,150,240.0,66.66666666666667,0.45,717,20,20,152.4,500ft,False,disabled,1080,588,492,57,0,316,317,316,1666.9848819005224,84.94276159169833,21.944444444444443,0.0,0.0,0.0,0.0,0,0.12332702983023201,0.6222222222222222,0.05,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,15,S3_cycle0004_D_seed1403,4,1403,D,10.440220799995586,289.64527259999886
S3,continuous,E,150,240.0,66.66666666666667,0.45,720,20,20,152.4,500ft,True,disabled,1080,346,734,63,16,1370,18212,1386,1927.476251447024,632.693928978648,934.1591192536922,912.4368970314699,505.5494951489538,1417.9863921804238,3339.376501221037,1060,0.24630760812504965,0.8212962962962963,0.05185185185185185,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,817,263,150,7.2,10,S3_cycle0004_E_seed1404,4,1404,E,42.77248019981198,332.42411620006897
S3,continuous,A,150,240.0,66.66666666666667,0.45,704,20,20,152.4,500ft,False,disabled,1080,109,971,2028,2028,477,601,2505,1911.6890254645489,87.9436628139358,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0005_A_seed1500,5,1500,A,1.1050030998885632,333.5342453001067
S3,continuous,B,150,240.0,66.66666666666667,0.45,718,20,20,152.4,500ft,False,disabled,1080,375,705,6,0,543,728,543,1880.7893167636366,101.11824772570218,0.0,0.0,0.0,0.0,0.0,0,0.028117310769224937,0.6768518518518518,0.005555555555555556,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0005_B_seed1501,5,1501,B,6.95031030010432,340.4895641000476
S3,continuous,C,150,240.0,66.66666666666667,0.45,730,20,20,152.4,500ft,False,disabled,1080,232,848,1552,1552,233,233,1785,1742.3995448176088,67.60916636234595,18.72222222222222,0.0,0.0,0.0,0.0,0,0.0,0.11666666666666667,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,16,S3_cycle0005_C_seed1502,5,1502,C,2.160433900076896,342.6551406001672
S3,continuous,D,150,240.0,66.66666666666667,0.45,741,20,20,152.4,500ft,False,disabled,1080,574,506,53,0,331,334,331,1839.65008290353,95.34385793792082,28.444444444444443,0.0,0.0,0.0,0.0,0,0.04575620955541471,0.7231481481481481,0.04722222222222222,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0005_D_seed1503,5,1503,D,13.757419400149956,356.41746260016225
S3,continuous,E,150,240.0,66.66666666666667,0.45,719,20,20,152.4,500ft,True,disabled,1080,413,667,32,12,1552,43971,1564,2354.8458073215606,715.9694878435639,926.8620471644402,895.9176027199958,581.4554284052344,1477.3730311252302,4123.126319652185,1054,0.08385759380932838,0.8796296296296297,0.025,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,791,289,150,7.2,12,S3_cycle0005_E_seed1504,5,1504,E,45.07470959983766,401.4973854999989
S3,continuous,A,150,240.0,66.66666666666667,0.45,732,20,20,152.4,500ft,False,disabled,1080,103,977,1714,1714,536,671,2250,1864.0557448368756,79.4205894997411,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0006_A_seed1600,6,1600,A,1.0356165999546647,402.53902150015347
S3,continuous,B,150,240.0,66.66666666666667,0.45,687,20,20,152.4,500ft,False,disabled,1080,451,629,110,0,486,611,486,1996.4433803709082,83.62464616218662,0.0,0.0,0.0,0.0,0.0,0,0.15144866522557382,0.5009259259259259,0.09444444444444444,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,15,S3_cycle0006_B_seed1601,6,1601,B,5.3432544998358935,407.887980800122
S3,continuous,C,150,240.0,66.66666666666667,0.45,721,20,20,152.4,500ft,False,disabled,1080,186,894,1540,1540,256,257,1796,1998.5381193638573,83.72608988157275,24.5,0.0,0.0,0.0,0.0,0,0.0,0.1648148148148148,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,14,S3_cycle0006_C_seed1602,6,1602,C,2.4101899000816047,410.30340540013276
S3,continuous,D,150,240.0,66.66666666666667,0.45,733,20,20,152.4,500ft,False,disabled,1080,622,458,32,0,287,287,287,1936.5226617902526,93.27474026009824,20.666666666666668,0.0,0.0,0.0,0.0,0,0.08311044436727676,0.7111111111111111,0.03333333333333333,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1068,12,150,7.2,17,S3_cycle0006_D_seed1603,6,1603,D,12.44658839982003,422.75542460009456
S3,continuous,E,150,240.0,66.66666666666667,0.45,726,20,20,152.4,500ft,True,disabled,1080,344,736,52,45,1514,23347,1559,1974.3048164334537,695.3080672302838,892.1466848154251,862.7577959265362,568.2217526653997,1430.979548591936,3631.4339382558383,1054,0.06300852228486359,0.8398148148148148,0.037037037037037035,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,807,273,150,7.2,11,S3_cycle0006_E_seed1604,6,1604,E,43.24697470013052,466.00777849997394
S3,continuous,A,150,240.0,66.66666666666667,0.45,723,20,20,152.4,500ft,False,disabled,1080,166,914,1287,1287,489,623,1776,1714.6480886700417,78.62599619674612,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,150,7.2,14,S3_cycle0007_A_seed1700,7,1700,A,0.9465075999032706,466.95949320006184
S3,continuous,B,150,240.0,66.66666666666667,0.45,716,20,20,152.4,500ft,False,disabled,1080,392,688,64,0,543,693,543,2070.5670042804204,105.25912530589089,0.0,0.0,0.0,0.0,0.0,0,0.041222491219139734,0.7546296296296297,0.05925925925925926,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1069,11,150,7.2,14,S3_cycle0007_B_seed1701,7,1701,B,8.05223589995876,475.01793560013175
S3,continuous,C,150,240.0,66.66666666666667,0.45,701,20,20,152.4,500ft,False,disabled,1080,250,830,1164,1164,260,260,1424,1798.9421788453565,85.78049589288008,18.0,0.0,0.0,0.0,0.0,0,0.0,0.14722222222222223,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1068,12,150,7.2,13,S3_cycle0007_C_seed1702,7,1702,C,2.0103028998710215,477.0334602999501
S3,continuous,D,150,240.0,66.66666666666667,0.45,722,20,20,152.4,500ft,False,disabled,1080,608,472,75,0,302,302,302,2042.2170900228305,96.29401187786814,28.944444444444443,0.0,0.0,0.0,0.0,0,0.09356925322387752,0.7203703703703703,0.058333333333333334,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1069,11,150,7.2,14,S3_cycle0007_D_seed1703,7,1703,D,13.909902400104329,490.9486094999593
S3,continuous,E,150,240.0,66.66666666666667,0.45,718,20,20,152.4,500ft,True,disabled,1080,299,781,62,20,1309,11174,1329,2146.622079370089,628.7450637356634,947.464700410832,921.6313670774988,494.1130632029816,1415.7444302804802,3201.217800608051,1045,0.0941408775551825,0.8027777777777778,0.04722222222222222,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,811,269,150,7.2,10,S3_cycle0007_E_seed1704,7,1704,E,42.69472109992057,533.649450100027
S3,continuous,A,150,240.0,66.66666666666667,0.45,734,20,20,152.4,500ft,False,disabled,1080,153,927,1534,1534,444,524,1978,1941.3111595905648,75.99089765235162,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,150,7.2,15,S3_cycle0008_A_seed1800,8,1800,A,0.9957441000733525,534.6525586999487
S3,continuous,B,150,240.0,66.66666666666667,0.45,727,20,20,152.4,500ft,False,disabled,1080,452,628,37,0,484,623,484,1794.7585236489529,99.16910050535036,0.0,0.0,0.0,0.0,0.0,0,0.050744589049586425,0.712037037037037,0.03425925925925926,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,150,7.2,14,S3_cycle0008_B_seed1801,8,1801,B,7.830095600103959,542.4883612999693
S3,continuous,C,150,240.0,66.66666666666667,0.45,688,20,20,152.4,500ft,False,disabled,1080,276,804,1083,1083,256,256,1339,1804.2257800332654,75.24694813422515,18.38888888888889,0.0,0.0,0.0,0.0,0,0.0,0.13240740740740742,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,13,S3_cycle0008_C_seed1802,8,1802,C,1.9040163001045585,544.4050720001105
S3,continuous,D,150,240.0,66.66666666666667,0.45,743,20,20,152.4,500ft,False,disabled,1080,630,450,64,0,283,283,283,2152.767751444817,109.49891747776655,24.333333333333332,0.0,0.0,0.0,0.0,0,0.15633830908150498,0.7092592592592593,0.05925925925925926,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1062,18,150,7.2,14,S3_cycle0008_D_seed1803,8,1803,D,12.94919229997322,557.3594526001252
S3,continuous,E,150,240.0,66.66666666666667,0.45,748,20,20,152.4,500ft,True,disabled,1080,371,709,33,21,1490,29076,1511,2045.885548569958,691.9652564444435,905.8154187718861,874.0931965496638,556.2094810956388,1430.3026776453028,3939.2659376112715,1047,0.06114478568372527,0.8657407407407407,0.024074074074074074,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,793,287,150,7.2,11,S3_cycle0008_E_seed1804,8,1804,E,47.37907550018281,604.7446087000426
S3,continuous,A,150,240.0,66.66666666666667,0.45,715,20,20,152.4,500ft,False,disabled,1080,155,925,1273,1273,521,673,1794,2067.479262062972,94.52488484593215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,149,7.248322147651007,17,S3_cycle0009_A_seed1900,9,1900,A,0.9309578000102192,605.68133520009
S3,continuous,B,150,240.0,66.66666666666667,0.45,697,20,20,152.4,500ft,False,disabled,1080,521,559,81,0,403,490,403,1986.138549277985,81.92307779979065,0.0,0.0,0.0,0.0,0.0,0,0.19252646417824243,0.5824074074074074,0.06666666666666667,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1072,8,150,7.2,14,S3_cycle0009_B_seed1901,9,1901,B,5.819375100079924,611.5067776001524
S3,continuous,C,150,240.0,66.66666666666667,0.45,753,20,20,152.4,500ft,False,disabled,1080,214,866,1279,1279,277,277,1556,1767.6650031884133,93.20832278032488,18.666666666666668,0.0,0.0,0.0,0.0,0,0.0,0.15555555555555556,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1067,13,150,7.2,14,S3_cycle0009_C_seed1902,9,1902,C,2.207527699880302,613.7209573001601
S3,continuous,D,150,240.0,66.66666666666667,0.45,745,20,20,152.4,500ft,False,disabled,1080,668,412,26,0,262,262,262,1865.1636749036647,95.3324823222438,19.72222222222222,0.0,0.0,0.0,0.0,0,0.08382452582060117,0.7407407407407407,0.024074074074074074,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1069,11,150,7.2,17,S3_cycle0009_D_seed1903,9,1903,D,12.379813299980015,626.1061370000243
S3,continuous,E,150,240.0,66.66666666666667,0.45,732,20,20,152.4,500ft,True,disabled,1080,327,753,55,23,1298,21271,1321,2255.6643589280775,622.9106355291796,909.3120121236792,882.9231232347904,483.9266399320366,1366.849763166827,3491.257722636541,1058,0.030029184535602365,0.837037037037037,0.046296296296296294,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,829,251,150,7.2,11,S3_cycle0009_E_seed1904,9,1904,E,42.2907533000689,668.4036540000234
S3,continuous,A,150,240.0,66.66666666666667,0.45,734,20,20,152.4,500ft,False,disabled,1080,138,942,1576,1576,368,467,1944,1750.3488200721938,76.76191733853493,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1074,6,150,7.2,19,S3_cycle0010_A_seed2000,10,2000,A,0.9850526999216527,669.3942752999719
S3,continuous,B,150,240.0,66.66666666666667,0.45,752,20,20,152.4,500ft,False,disabled,1080,497,583,52,0,430,526,430,1856.8773023992367,82.96172639270877,0.0,0.0,0.0,0.0,0.0,0,0.03598758284243259,0.6657407407407407,0.04351851851851852,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,14,S3_cycle0010_B_seed2001,10,2001,B,6.878292299807072,676.2781120000873
S3,continuous,C,150,240.0,66.66666666666667,0.45,723,20,20,152.4,500ft,False,disabled,1080,237,843,1252,1252,267,268,1519,1767.8470694305433,89.81588741627968,20.11111111111111,0.0,0.0,0.0,0.0,0,0.0,0.15092592592592594,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1068,12,150,7.2,18,S3_cycle0010_C_seed2002,10,2002,C,2.2374323999974877,678.5230825000908
S3,continuous,D,150,240.0,66.66666666666667,0.45,742,20,20,152.4,500ft,False,disabled,1080,623,457,74,0,285,285,285,1774.765907969826,91.44885793659908,23.61111111111111,0.0,0.0,0.0,0.0,0,0.03492574775144717,0.6370370370370371,0.06296296296296296,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1069,11,150,7.2,13,S3_cycle0010_D_seed2003,10,2003,D,11.203656200086698,689.7335083000362
S3,continuous,E,150,240.0,66.66666666666667,0.45,714,20,20,152.4,500ft,True,disabled,1080,369,711,63,34,1028,10263,1062,2070.263848161816,608.5863110131934,936.0428217013837,911.6539328124948,480.0474197756261,1391.701352588121,3110.946218246194,1047,0.11567127695062146,0.8314814814814815,0.04537037037037037,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,823,257,150,7.2,10,S3_cycle0010_E_seed2004,10,2004,E,43.05001290002838,732.7903468001168
S3,continuous,A,150,240.0,66.66666666666667,0.45,700,20,20,152.4,500ft,False,disabled,1080,121,959,1763,1763,496,621,2259,1885.7760432553418,88.15578423776853,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1071,9,150,7.2,15,S3_cycle0011_A_seed2100,11,2100,A,0.9882664999458939,733.7845600000583
S3,continuous,B,150,240.0,66.66666666666667,0.45,743,20,20,152.4,500ft,False,disabled,1080,427,653,27,0,544,693,544,1977.6527604030662,94.16167833406536,0.0,0.0,0.0,0.0,0.0,0,0.09868738464611405,0.8296296296296296,0.027777777777777776,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1070,10,150,7.2,15,S3_cycle0011_B_seed2101,11,2101,B,9.03238070011139,742.8248868000228
S3,continuous,C,150,240.0,66.66666666666667,0.45,696,20,20,152.4,500ft,False,disabled,1080,226,854,1138,1138,258,259,1396,1906.667003312123,84.75335826892433,17.166666666666668,0.0,0.0,0.0,0.0,0,0.0,0.12222222222222222,0.0,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,150,7.2,15,S3_cycle0011_C_seed2102,11,2102,C,1.8449554000981152,744.677257400006
S3,continuous,D,150,240.0,66.66666666666667,0.45,688,20,20,152.4,500ft,False,disabled,1080,685,395,26,0,246,247,246,1766.4854112483204,91.3284422884328,17.833333333333332,0.0,0.0,0.0,0.0,0,0.016865755066727304,0.6648148148148149,0.017592592592592594,S3,중형 고밀도 도시 시나리오,3000,3000,75,15,150,10800,10,1080,1073,7,149,7.248322147651007,14,S3_cycle0011_D_seed2103,11,2103,D,9.789433600148186,754.4723803999368
