scenario_id,sweep,model,aircraft_id,planned_start_time,start_time,cruise_arrival_time,descent_start_time,end_time,delay_s,takeoff_pad_delay_s,landing_pad_delay_s,pad_delay_s,takeoff_pad_start_s,takeoff_pad_end_s,landing_pad_start_s,landing_pad_end_s,cruise_altitude,distance_m,detour_distance_m,building_risks,building_collisions,path_changes,altitude_changes
S001,model_comparison,A,23,475.0,475.0,520.3257336936957,945.5292681507493,972.1479236228417,0.0,0.0,425.2035344570536,425.2035344570536,475.0,505.0,962.1479236228417,1152.1479236228417,300.0,880.007227750405,0.0,0,0,0,0
S001,model_comparison,A,24,784.0,1812.1479236228417,1853.8510646853647,2013.8510646853647,2055.47905433344,1028.1479236228417,1028.1479236228417,160.0,1188.1479236228417,1812.1479236228417,1842.1479236228417,2045.4790543334402,2235.47905433344,300.0,1346.8655982962193,0.0,1,1,0,0
S001,model_comparison,A,25,731.0,1782.1479236228417,1823.8510646853647,1823.8510646853647,1865.4790543334402,1051.1479236228417,1051.1479236228417,0.0,1051.1479236228417,1782.1479236228417,1812.1479236228417,1855.4790543334402,2045.4790543334402,300.0,1346.8655982962193,0.0,1,1,0,0
S001,model_comparison,A,26,114.0,114.0,155.52926815074932,155.52926815074932,182.14792362284174,0.0,0.0,0.0,0.0,114.0,144.0,172.14792362284174,362.14792362284174,300.0,761.724389512633,0.0,0,0,0,0
S001,model_comparison,A,27,312.0,312.0,371.9353226550278,520.3800419990534,529.2960098601787,0.0,0.0,148.44471934402566,148.44471934402566,312.0,342.0,520.3800419990534,710.3800419990534,300.0,880.8616260828413,0.0,1,1,0,0
S001,model_comparison,A,28,730.0,921.060323145946,963.8499866867644,1278.7340527066067,1315.1111260109117,191.06032314594597,191.06032314594597,314.8840660198422,505.94438916578815,921.060323145946,951.060323145946,1305.1111260109117,1495.1111260109117,300.0,759.727973386314,0.0,0,0,0,0
S001,model_comparison,A,29,370.0,370.0,422.33825131410634,808.7340527066066,845.1111260109117,0.0,0.0,386.39580139250023,386.39580139250023,370.0,400.0,835.1111260109117,1025.1111260109117,300.0,1104.0427591639527,0.0,2,2,0,0
S001,model_comparison,A,30,294.0,742.1479236228417,775.5933591716654,781.0970124450806,815.7995005190987,448.14792362284174,448.14792362284174,5.503653273415239,453.651576896257,742.1479236228417,772.1479236228417,805.7995005190987,995.7995005190987,300.0,761.724389512633,0.0,0,0,0,0
S001,model_comparison,A,31,290.0,385.94438916578815,428.7340527066066,428.7340527066066,465.1111260109117,95.94438916578815,95.94438916578815,0.0,95.94438916578815,385.94438916578815,415.94438916578815,455.1111260109117,645.1111260109117,300.0,759.727973386314,0.0,0,0,0,0
S001,model_comparison,A,32,130.0,325.94438916578815,369.55115466339873,369.55115466339873,411.1791443114743,195.94438916578815,195.94438916578815,0.0,195.94438916578815,325.94438916578815,355.94438916578815,401.1791443114743,591.1791443114744,300.0,840.4560188913131,0.0,0,0,0,0
S001,model_comparison,A,33,511.0,995.7995005190987,1038.765936804467,1038.765936804467,1075.6546118724093,484.79950051909873,484.79950051909873,0.0,484.79950051909873,995.7995005190987,1025.7995005190987,1065.6546118724093,1255.6546118724093,300.0,908.8856964664819,0.0,1,1,0,0
