aircraft_id,mission_count
0,4
1,4
2,4
3,2
4,1
5,4
6,2
7,5
8,3
9,4
10,8
11,2
12,5
13,4
14,8
15,5
16,3
17,5
18,2
19,3
20,3
21,3
22,4
23,4
24,5
25,5
26,2
27,5
28,3
29,4
30,0
31,5
32,3
33,3
34,5
35,2
36,6
37,2
38,6
39,4
40,3
41,6
42,4
43,2
44,3
45,3
46,4
47,3
48,3
49,6
50,5
51,3
52,4
53,2
54,8
55,4
56,2
57,1
58,2
59,2
60,4
61,5
62,6
63,3
64,3
65,6
66,4
67,4
68,1
69,3
70,4
71,3
72,6
73,3
74,3
75,2
76,3
77,2
78,5
79,4
80,2
81,4
82,1
83,2
84,2
85,3
86,4
87,3
88,4
89,1
90,2
91,5
92,6
93,5
94,4
95,3
96,4
97,3
98,4
99,4
100,6
101,3
102,4
103,3
104,5
105,1
106,4
107,7
108,1
109,3
110,6
111,4
112,3
113,4
114,4
115,4
116,4
117,7
118,2
119,3
120,1
121,4
122,4
123,2
124,2
125,5
126,4
127,6
128,3
129,3
130,3
131,6
132,3
133,2
134,3
135,6
136,6
137,1
138,4
139,2
140,2
141,3
142,6
143,2
144,2
145,3
146,5
147,7
148,3
149,4
150,5
151,3
152,4
153,2
154,5
155,4
156,4
157,4
158,2
159,2
160,4
161,4
162,1
163,4
164,3
165,3
166,4
167,4
168,5
169,4
170,6
171,2
172,4
173,2
174,8
175,3
176,1
177,5
178,3
179,2
180,0
181,2
182,5
183,5
184,5
185,2
186,5
187,1
188,5
189,3
190,4
191,1
192,1
193,3
194,6
195,4
196,4
197,3
198,4
199,3
200,1
201,3
202,5
203,3
204,2
205,4
206,5
207,1
208,2
209,3
210,4
211,4
212,4
213,1
214,6
215,4
216,3
217,4
218,3
219,2
220,4
221,4
222,2
223,4
224,3
225,2
226,4
227,5
228,2
229,2
230,4
231,2
232,5
233,7
234,3
235,3
236,3
237,4
238,5
239,3
240,4
241,2
242,4
243,1
244,4
245,5
246,4
247,2
248,1
249,6
250,3
251,4
252,4
253,3
254,2
255,5
256,7
257,2
258,5
259,6
260,4
261,2
262,6
263,7
264,2
265,5
266,4
267,2
268,2
269,5
270,6
271,5
272,4
273,3
274,2
275,3
276,4
277,5
278,2
279,4
280,3
281,3
282,5
283,0
284,3
285,3
286,1
287,4
288,2
289,5
290,3
291,5
292,4
293,4
294,5
295,3
296,6
297,6
298,5
299,4
