aircraft_id,mission_count
0,6
1,9
2,6
3,6
4,7
5,2
6,4
7,7
8,4
9,1
10,3
11,8
12,6
13,4
14,4
15,6
16,5
17,5
18,9
19,6
20,4
21,2
22,4
23,9
24,3
25,6
26,10
27,4
28,8
29,6
30,6
31,3
32,4
33,8
34,2
35,5
36,4
37,6
38,6
39,6
40,3
41,7
42,5
43,7
44,7
45,6
46,2
47,5
48,6
49,5
50,10
51,4
52,7
53,3
54,5
55,6
56,4
57,3
58,4
59,4
60,8
61,5
62,4
63,10
64,9
65,5
66,1
67,6
68,6
69,7
70,7
71,4
72,6
73,10
74,4
75,7
76,6
77,3
78,7
79,7
80,8
81,4
82,7
83,3
84,8
85,7
86,7
87,4
88,6
89,4
90,2
91,2
92,3
93,6
94,3
95,5
96,6
97,6
98,8
99,4
100,5
101,7
102,7
103,2
104,1
105,6
106,5
107,2
108,2
109,8
110,6
111,6
112,6
113,3
114,4
115,11
116,10
117,2
118,5
119,9
120,5
121,8
122,9
123,5
124,3
125,3
126,7
127,6
128,7
129,6
130,10
131,6
132,3
133,6
134,2
135,4
136,6
137,4
138,3
139,5
140,8
141,8
142,11
143,5
144,3
145,4
146,9
147,6
148,7
149,8
150,3
151,7
152,8
153,6
154,5
155,2
156,6
157,5
158,2
159,3
160,8
161,6
162,5
163,9
164,8
165,1
166,7
167,6
168,8
169,3
170,7
171,9
172,8
173,8
174,7
175,3
176,5
177,8
178,7
179,5
180,3
181,3
182,3
183,2
184,5
185,6
186,5
187,4
188,4
189,2
190,4
191,1
192,4
193,4
194,4
195,7
196,5
197,8
198,1
199,4
