aircraft_id,mission_count
0,9
1,10
2,11
3,11
4,14
5,8
6,11
7,11
8,10
9,8
10,12
11,10
12,11
13,10
14,9
15,14
16,9
17,9
18,10
19,9
20,10
21,9
22,11
23,10
24,10
25,9
26,11
27,10
28,11
29,12
30,12
31,11
32,13
33,13
34,12
35,9
36,12
37,10
38,13
39,10
40,12
41,10
42,10
43,12
44,12
45,10
46,12
47,9
48,12
49,11
50,11
51,8
52,10
53,12
54,12
55,11
56,10
57,11
58,10
59,11
60,10
61,11
62,12
63,8
64,10
65,9
66,10
67,11
68,12
69,12
70,10
71,10
72,14
73,14
74,10
75,13
76,13
77,12
78,8
79,11
80,12
81,10
82,9
83,11
84,11
85,13
86,9
87,11
88,11
89,10
90,13
91,10
92,11
93,12
94,9
95,11
96,13
97,12
98,10
99,12
