scenario_id,sweep,model,vertiport_id,flight_id,aircraft_id,operation,start_s,end_s,duration_s,pad_delay_s
S2,continuous,B,9,0,87,takeoff,0.0,30.0,30.0,0.0
S2,continuous,B,6,0,87,landing,57.00516607030494,247.00516607030494,190.0,0.0
S2,continuous,B,1,1,21,takeoff,10.0,40.0,30.0,0.0
S2,continuous,B,0,1,21,landing,83.6497751005486,273.6497751005486,190.0,0.0
S2,continuous,B,6,2,91,takeoff,20.0,50.0,30.0,0.0
S2,continuous,B,7,2,91,landing,101.43149385502844,291.4314938550284,189.99999999999997,0.0
S2,continuous,B,8,3,48,takeoff,30.0,60.0,30.0,0.0
S2,continuous,B,4,3,48,landing,153.28870185854848,343.2887018585485,190.00000000000003,0.0
S2,continuous,B,0,4,20,takeoff,40.0,70.0,30.0,0.0
S2,continuous,B,10,4,20,landing,106.90103246625279,296.9010324662528,190.0,0.0
S2,continuous,B,5,5,6,takeoff,50.0,80.0,30.0,0.0
S2,continuous,B,2,5,6,landing,154.66888723082442,344.66888723082445,190.00000000000003,0.0
S2,continuous,B,3,6,59,takeoff,60.0,90.0,30.0,0.0
S2,continuous,B,5,6,59,landing,160.27024179582887,350.27024179582884,189.99999999999997,0.0
S2,continuous,B,0,7,55,takeoff,273.6497751005486,303.6497751005486,30.0,203.6497751005486
S2,continuous,B,3,7,55,landing,372.56403421758995,562.56403421759,190.00000000000006,0.0
S2,continuous,B,4,8,63,takeoff,80.0,110.0,30.0,0.0
S2,continuous,B,11,8,63,landing,159.86888896605424,349.8688889660542,189.99999999999997,0.0
S2,continuous,B,2,9,96,takeoff,90.0,120.0,30.0,0.0
S2,continuous,B,6,9,96,landing,247.00516607030494,437.00516607030494,190.0,67.91000735318889
S2,continuous,B,11,10,12,takeoff,100.0,130.0,30.0,0.0
S2,continuous,B,0,10,12,landing,303.6497751005486,493.6497751005486,190.0,171.43335032251673
S2,continuous,B,6,11,22,takeoff,437.00516607030494,467.00516607030494,30.0,327.00516607030494
S2,continuous,B,7,11,22,landing,518.4366599253334,708.4366599253334,190.0,0.0
S2,continuous,B,10,12,31,takeoff,296.9010324662528,326.9010324662528,30.0,176.9010324662528
S2,continuous,B,2,12,31,landing,370.432284125269,560.432284125269,190.0,0.0
S2,continuous,B,6,13,30,takeoff,467.00516607030494,497.00516607030494,30.0,337.00516607030494
S2,continuous,B,2,13,30,landing,560.432284125269,750.432284125269,190.0,4.331959337847934
S2,continuous,B,2,14,65,takeoff,750.432284125269,780.432284125269,30.0,610.432284125269
S2,continuous,B,10,14,65,landing,823.9635357842853,1013.9635357842853,190.0,0.0
S2,continuous,B,9,15,14,takeoff,150.0,180.0,30.0,0.0
S2,continuous,B,3,15,14,landing,562.56403421759,752.56403421759,190.0,346.43497845076917
S2,continuous,B,0,16,29,takeoff,493.6497751005486,523.6497751005486,30.0,333.6497751005486
S2,continuous,B,11,16,29,landing,531.6615123169876,721.6615123169876,190.0,0.0
S2,continuous,B,6,17,43,takeoff,497.00516607030494,527.005166070305,30.000000000000057,327.00516607030494
S2,continuous,B,8,17,43,landing,566.309739381218,756.309739381218,190.0,0.0
S2,continuous,B,1,18,3,takeoff,180.0,210.0,30.0,0.0
S2,continuous,B,9,18,3,landing,244.5016078318636,434.50160783186357,189.99999999999997,0.0
S2,continuous,B,3,19,86,takeoff,190.0,220.0,30.0,0.0
S2,continuous,B,5,19,86,landing,350.27024179582884,540.2702417958288,190.0,59.99999999999994
S2,continuous,B,8,20,72,takeoff,200.0,230.0,30.0,0.0
S2,continuous,B,3,20,72,landing,752.56403421759,942.56403421759,190.0,423.97865338895224
S2,continuous,B,3,21,99,takeoff,220.0,250.0,30.0,10.0
S2,continuous,B,8,21,99,landing,348.58538082863777,538.5853808286378,190.0,0.0
S2,continuous,B,9,22,35,takeoff,434.50160783186357,464.50160783186357,30.0,214.50160783186357
