aircraft_id,mission_count
0,8
1,8
2,6
3,7
4,6
5,6
6,5
7,6
8,8
9,8
10,8
11,6
12,8
13,8
14,7
15,8
16,8
17,9
18,9
19,7
20,6
21,7
22,7
23,6
24,9
25,5
26,8
27,8
28,7
29,7
30,8
31,9
32,6
33,6
34,7
35,5
36,6
37,6
38,7
39,9
40,9
41,6
42,7
43,6
44,7
45,6
46,9
47,8
48,6
49,7
50,6
51,8
52,7
53,6
54,6
55,6
56,7
57,10
58,5
59,9
60,8
61,7
62,6
63,8
64,6
65,7
66,6
67,7
68,8
69,9
70,9
71,7
72,7
73,11
74,8
75,7
76,8
77,5
78,7
79,6
80,6
81,5
82,5
83,6
84,7
85,6
86,6
87,8
88,9
89,8
90,7
91,8
92,7
93,5
94,8
95,9
96,7
97,8
98,9
99,8
100,7
101,10
102,8
103,8
104,6
105,8
106,9
107,8
108,10
109,7
110,6
111,7
112,6
113,7
114,8
115,6
116,6
117,6
118,7
119,6
120,7
121,7
122,6
123,6
124,7
125,8
126,6
127,9
128,8
129,6
130,7
131,8
132,8
133,10
134,6
135,4
136,6
137,7
138,9
139,8
140,6
141,7
142,8
143,7
144,9
145,8
146,9
147,8
148,5
149,9
