aircraft_id,mission_count
0,3
1,5
2,5
3,2
4,3
5,2
6,2
7,4
8,3
9,6
10,6
11,5
12,5
13,3
14,3
15,4
16,4
17,4
18,5
19,4
20,5
21,3
22,4
23,3
24,4
25,4
26,6
27,4
28,3
29,5
30,3
31,3
32,3
33,2
34,4
35,1
36,6
37,5
38,6
39,4
40,3
41,4
42,2
43,6
44,3
45,2
46,7
47,2
48,2
49,3
50,4
51,2
52,4
53,2
54,4
55,2
56,4
57,6
58,1
59,7
60,7
61,3
62,6
63,4
64,1
65,3
66,3
67,6
68,2
69,1
70,1
71,5
72,3
73,1
74,4
75,2
76,4
77,1
78,4
79,4
80,4
81,1
82,6
83,2
84,5
85,4
86,3
87,2
88,5
89,1
90,3
91,4
92,4
93,3
94,3
95,2
96,2
97,4
98,4
99,0
100,6
101,1
102,4
103,2
104,1
105,7
106,5
107,6
108,4
109,4
110,7
111,3
112,5
113,3
114,4
115,6
116,4
117,2
118,4
119,5
120,7
121,3
122,3
123,5
124,3
125,2
126,5
127,4
128,3
129,5
130,5
131,3
132,5
133,1
134,3
135,2
136,3
137,2
138,1
139,4
140,9
141,4
142,2
143,5
144,3
145,5
146,5
147,3
148,5
149,1
150,3
151,5
152,3
153,3
154,3
155,3
156,5
157,1
158,2
159,4
160,2
161,3
162,4
163,4
164,5
165,3
166,2
167,4
168,2
169,2
170,3
171,3
172,4
173,5
174,2
175,3
176,2
177,5
178,2
179,4
180,0
181,5
182,3
183,5
184,2
185,3
186,2
187,3
188,2
189,3
190,5
191,4
192,5
193,4
194,3
195,4
196,6
197,3
198,1
199,6
200,5
201,3
202,3
203,4
204,1
205,3
206,6
207,5
208,4
209,2
210,1
211,2
212,6
213,6
214,1
215,3
216,0
217,5
218,2
219,6
220,4
221,5
222,4
223,5
224,4
225,5
226,3
227,1
228,2
229,5
230,2
231,6
232,2
233,6
234,9
235,4
236,5
237,8
238,3
239,5
240,0
241,6
242,2
243,5
244,5
245,4
246,0
247,3
248,1
249,6
250,4
251,4
252,5
253,8
254,4
255,5
256,6
257,5
258,2
259,3
260,2
261,4
262,1
263,3
264,5
265,2
266,4
267,1
268,4
269,4
270,5
271,4
272,3
273,3
274,5
275,6
276,7
277,5
278,4
279,4
280,2
281,4
282,1
283,4
284,3
285,4
286,6
287,1
288,3
289,0
290,3
291,2
292,2
293,2
294,5
295,1
296,5
297,4
298,4
299,2
