aircraft_id,mission_count
0,5
1,7
2,5
3,8
4,6
5,5
6,4
7,5
8,5
9,6
10,5
11,3
12,4
13,7
14,5
15,5
16,7
17,3
18,2
19,6
20,4
21,9
22,2
23,8
24,5
25,8
26,8
27,4
28,6
29,2
30,5
31,8
32,3
33,6
34,5
35,3
36,4
37,8
38,4
39,7
40,6
41,5
42,7
43,7
44,7
45,5
46,4
47,5
48,5
49,5
50,6
51,7
52,4
53,5
54,7
55,6
56,5
57,6
58,4
59,5
60,4
61,6
62,7
63,2
64,6
65,7
66,5
67,4
68,5
69,6
70,4
71,5
72,5
73,4
74,5
75,6
76,9
77,4
78,4
79,5
80,6
81,2
82,4
83,9
84,6
85,8
86,6
87,5
88,4
89,8
90,3
91,7
92,3
93,5
94,3
95,3
96,8
97,7
98,7
99,5
100,7
101,8
102,8
103,5
104,5
105,4
106,4
107,4
108,6
109,4
110,8
111,7
112,6
113,7
114,7
115,7
116,8
117,7
118,6
119,4
120,4
121,6
122,5
123,5
124,7
125,5
126,9
127,3
128,8
129,7
130,6
131,9
132,7
133,7
134,6
135,8
136,4
137,5
138,6
139,7
140,5
141,4
142,5
143,2
144,5
145,4
146,6
147,6
148,6
149,5
150,7
151,4
152,3
153,6
154,2
155,5
156,6
157,6
158,4
159,6
160,3
161,5
162,9
163,5
164,8
165,5
166,5
167,5
168,5
169,5
170,4
171,7
172,1
173,6
174,4
175,4
176,7
177,5
178,5
179,6
180,5
181,5
182,7
183,2
184,4
185,5
186,6
187,6
188,7
189,7
190,2
191,4
192,7
193,6
194,4
195,7
196,2
197,1
198,3
199,8
