aircraft_id,mission_count
0,6
1,6
2,3
3,6
4,4
5,6
6,2
7,6
8,4
9,5
10,5
11,3
12,6
13,7
14,3
15,10
16,5
17,7
18,6
19,7
20,5
21,9
22,6
23,3
24,8
25,2
26,2
27,6
28,9
29,5
30,6
31,4
32,4
33,4
34,5
35,4
36,6
37,6
38,6
39,7
40,4
41,7
42,6
43,6
44,6
45,2
46,8
47,10
48,5
49,6
50,7
51,6
52,6
53,3
54,6
55,5
56,5
57,7
58,7
59,5
60,5
61,3
62,6
63,2
64,6
65,6
66,6
67,4
68,4
69,5
70,4
71,7
72,6
73,8
74,7
75,7
76,5
77,7
78,7
79,3
80,8
81,6
82,3
83,4
84,5
85,6
86,5
87,4
88,3
89,5
90,7
91,7
92,5
93,1
94,5
95,8
96,7
97,6
98,5
99,8
100,3
101,3
102,5
103,5
104,6
105,7
106,5
107,4
108,8
109,5
110,6
111,5
112,7
113,10
114,8
115,5
116,9
117,5
118,6
119,5
120,6
121,5
122,6
123,5
124,4
125,8
126,6
127,4
128,4
129,8
130,1
131,7
132,4
133,5
134,3
135,6
136,6
137,3
138,4
139,7
140,7
141,5
142,6
143,5
144,6
145,5
146,4
147,5
148,9
149,8
150,3
151,2
152,6
153,8
154,4
155,3
156,5
157,4
158,4
159,5
160,4
161,3
162,4
163,6
164,6
165,4
166,8
167,5
168,4
169,4
170,5
171,6
172,8
173,5
174,7
175,5
176,4
177,4
178,7
179,5
180,5
181,5
182,5
183,6
184,5
185,4
186,7
187,5
188,7
189,5
190,8
191,3
192,7
193,6
194,7
195,4
196,4
197,3
198,4
199,6
