scenario_id,sweep,model,flight_id,aircraft_id,time_s,x,y,z,phase,cruise_altitude,start_time,cruise_arrival_time,descent_start_time,end_time,origin_id,destination_id,speed_kmh,safety_distance_m,takeoff_pad_delay_s,landing_pad_delay_s,pad_delay_s
S4,continuous,C,0,193,0.0,2150.154,48.442,168.066,climb,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,8.796,2150.154,48.442,212.044,climb,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,17.591,2150.154,48.442,256.022,climb,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,26.387,2150.154,48.442,300.0,climb,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,26.387,2150.154,48.442,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,34.728,1809.006,487.6,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,43.07,1467.858,926.759,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,51.411,1126.71,1365.917,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,59.752,785.562,1805.075,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,68.094,444.414,2244.233,300.0,cruise,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,68.094,444.414,2244.233,300.0,descend,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
S4,continuous,C,0,193,75.893,444.414,2244.233,261.006,descend,300.0,0.0,68.094,68.094,83.691,13,24,240.0,152.4,0.0,0.0,0.0
