scenario_id,sweep,model,vertiport_id,flight_id,aircraft_id,operation,start_s,end_s,duration_s,pad_delay_s
S5,continuous,D,3,0,134,takeoff,0.0,30.0,30.0,0.0
S5,continuous,D,11,0,134,landing,64.11848470955628,254.1184847095563,190.0,0.0
S5,continuous,D,13,1,254,takeoff,10.0,40.0,30.0,0.0
S5,continuous,D,14,1,254,landing,169.41420338876927,359.41420338876924,189.99999999999997,0.0
S5,continuous,D,32,2,32,takeoff,20.0,50.0,30.0,0.0
S5,continuous,D,0,2,32,landing,130.86801474517648,320.8680147451765,190.0,0.0
S5,continuous,D,14,3,123,takeoff,30.0,60.0,30.0,0.0
S5,continuous,D,17,3,123,landing,171.29790490412682,361.2979049041268,190.0,0.0
S5,continuous,D,25,4,235,takeoff,40.0,70.0,30.0,0.0
S5,continuous,D,14,4,235,landing,359.41420338876924,549.4142033887692,190.0,198.61873973310284
S5,continuous,D,11,5,63,takeoff,254.1184847095563,284.1184847095563,30.0,204.1184847095563
S5,continuous,D,16,5,63,landing,355.8648848494031,545.8648848494031,190.0,0.0
S5,continuous,D,14,6,265,takeoff,60.0,90.0,30.0,0.0
S5,continuous,D,10,6,265,landing,149.8790130527088,339.87901305270884,190.00000000000003,0.0
S5,continuous,D,8,7,217,takeoff,70.0,100.0,30.0,0.0
S5,continuous,D,26,7,217,landing,150.3281067437369,340.3281067437369,190.0,0.0
S5,continuous,D,38,8,104,takeoff,80.0,110.0,30.0,0.0
S5,continuous,D,6,8,104,landing,157.07340349491304,347.073403494913,189.99999999999997,0.0
S5,continuous,D,32,9,2,takeoff,90.0,120.0,30.0,0.0
S5,continuous,D,2,9,2,landing,215.7990934937242,405.7990934937242,189.99999999999997,0.0
S5,continuous,D,2,10,233,takeoff,100.0,130.0,30.0,0.0
S5,continuous,D,4,10,233,landing,284.5866163850115,474.5866163850115,190.0,0.0
S5,continuous,D,24,11,56,takeoff,110.0,140.0,30.0,0.0
S5,continuous,D,19,11,56,landing,132.93352281833214,322.9335228183321,189.99999999999997,0.0
S5,continuous,D,35,12,61,takeoff,120.0,150.0,30.0,0.0
S5,continuous,D,19,12,61,landing,322.9335228183321,512.9335228183321,190.0,171.66588909064797
S5,continuous,D,15,13,87,takeoff,130.0,160.0,30.0,0.0
S5,continuous,D,39,13,87,landing,186.55804425435824,376.55804425435826,190.00000000000003,0.0
S5,continuous,D,11,14,222,takeoff,284.1184847095563,314.1184847095563,30.0,144.1184847095563
S5,continuous,D,21,14,222,landing,390.3690910633165,580.3690910633165,190.00000000000006,0.0
S5,continuous,D,16,15,57,takeoff,150.0,180.0,30.0,0.0
S5,continuous,D,8,15,57,landing,245.66858844839567,435.66858844839567,190.0,0.0
S5,continuous,D,2,16,240,takeoff,160.0,190.0,30.0,0.0
S5,continuous,D,22,16,240,landing,305.2251661948319,495.2251661948319,190.0,0.0
S5,continuous,D,39,17,177,takeoff,376.55804425435826,406.55804425435826,30.0,206.55804425435826
S5,continuous,D,30,17,177,landing,431.0118679331472,621.0118679331472,190.0,0.0
S5,continuous,D,3,18,173,takeoff,180.0,210.0,30.0,0.0
S5,continuous,D,1,18,173,landing,218.95566890518427,408.95566890518427,190.0,0.0
S5,continuous,D,18,19,24,takeoff,190.0,220.0,30.0,0.0
S5,continuous,D,23,19,24,landing,289.9517897533465,479.9517897533465,190.0,0.0
S5,continuous,D,23,20,184,takeoff,200.0,230.0,30.0,0.0
S5,continuous,D,13,20,184,landing,266.8505003458559,456.8505003458559,190.0,0.0
S5,continuous,D,22,21,186,takeoff,210.0,240.0,30.0,0.0
S5,continuous,D,18,21,186,landing,379.4240385549477,569.4240385549476,189.99999999999994,0.0
S5,continuous,D,15,22,292,takeoff,220.0,250.0,30.0,0.0
S5,continuous,D,32,22,292,landing,315.8899719276317,505.8899719276317,190.0,0.0
S5,continuous,D,27,23,154,takeoff,230.0,260.0,30.0,0.0
S5,continuous,D,12,23,154,landing,324.59682953850086,514.5968295385009,190.0,0.0
S5,continuous,D,21,24,92,takeoff,240.0,270.0,30.0,0.0
S5,continuous,D,19,24,92,landing,512.9335228183321,702.9335228183321,190.0,215.75663208527862
S5,continuous,D,10,25,243,takeoff,339.87901305270884,369.87901305270884,30.0,89.87901305270884
S5,continuous,D,16,25,243,landing,545.8648848494031,735.8648848494031,190.0,76.81350643658288
S5,continuous,D,30,26,10,takeoff,260.0,290.0,30.0,0.0
S5,continuous,D,23,26,10,landing,479.9517897533465,669.9517897533465,190.0,119.09870528728231
S5,continuous,D,32,27,13,takeoff,505.8899719276317,535.8899719276317,30.0,175.88997192763168
S5,continuous,D,7,27,13,landing,625.8364772693798,815.8364772693798,190.0,0.0
S5,continuous,D,34,28,263,takeoff,280.0,310.0,30.0,0.0
S5,continuous,D,31,28,263,landing,410.44457806168714,600.4445780616871,190.0,0.0
S5,continuous,D,21,29,129,takeoff,290.0,320.0,30.0,0.0
S5,continuous,D,3,29,129,landing,381.51223544752787,571.5122354475279,190.00000000000006,0.0
S5,continuous,D,17,30,106,takeoff,361.2979049041268,391.2979049041268,30.0,61.297904904126824
S5,continuous,D,26,30,106,landing,472.23115682840245,662.2311568284024,189.99999999999994,0.0
S5,continuous,D,25,31,210,takeoff,310.0,340.0,30.0,0.0
S5,continuous,D,4,31,210,landing,479.1650311640001,669.1650311640001,190.0,0.0
S5,continuous,D,38,32,54,takeoff,320.0,350.0,30.0,0.0
S5,continuous,D,26,32,54,landing,662.2311568284024,852.2311568284024,190.0,188.8096082202092
S5,continuous,D,24,33,43,takeoff,330.0,360.0,30.0,0.0
S5,continuous,D,18,33,43,landing,569.4240385549476,759.4240385549476,190.0,126.54623612575608
S5,continuous,D,0,34,130,takeoff,340.0,370.0,30.0,0.0
S5,continuous,D,12,34,130,landing,514.5968295385009,704.5968295385009,190.0,38.521206884422554
S5,continuous,D,29,35,260,takeoff,350.0,380.0,30.0,0.0
S5,continuous,D,37,35,260,landing,528.5289948601505,718.5289948601505,190.0,0.0
S5,continuous,D,22,36,167,takeoff,495.2251661948319,525.2251661948319,30.0,135.2251661948319
S5,continuous,D,13,36,167,landing,673.852696963851,863.852696963851,190.0,0.0
S5,continuous,D,11,37,35,takeoff,370.0,400.0,30.0,0.0
S5,continuous,D,19,37,35,landing,702.9335228183321,892.9335228183321,190.0,228.5776527006218
S5,continuous,D,7,38,204,takeoff,380.0,410.0,30.0,0.0
S5,continuous,D,38,38,204,landing,520.2175996062506,710.2175996062506,190.0,0.0
S5,continuous,D,14,39,215,takeoff,549.4142033887692,579.4142033887692,30.0,159.41420338876924
S5,continuous,D,5,39,215,landing,653.3511220009934,843.3511220009934,190.0,0.0
S5,continuous,D,13,40,109,takeoff,456.8505003458559,486.8505003458559,30.0,56.85050034585589
S5,continuous,D,11,40,109,landing,516.065743796282,706.065743796282,190.0,0.0
S5,continuous,D,12,41,244,takeoff,704.5968295385009,734.5968295385009,30.0,294.59682953850086
S5,continuous,D,37,41,244,landing,850.098564642017,1040.098564642017,190.0,0.0
S5,continuous,D,9,42,57,takeoff,420.0,450.0,30.0,0.0
S5,continuous,D,25,42,57,landing,563.963004648627,753.963004648627,190.0,0.0
S5,continuous,D,22,43,202,takeoff,525.2251661948319,555.2251661948319,30.0,95.2251661948319
S5,continuous,D,0,43,202,landing,628.5538082943758,818.5538082943758,190.0,0.0
S5,continuous,D,22,44,79,takeoff,555.2251661948319,585.2251661948319,30.0,115.2251661948319
S5,continuous,D,32,44,79,landing,646.4079768282828,836.4079768282828,190.0,0.0
S5,continuous,D,25,45,227,takeoff,450.0,480.0,30.0,0.0
S5,continuous,D,2,45,227,landing,561.4829808333114,751.4829808333114,190.0,0.0
S5,continuous,D,17,46,19,takeoff,460.0,490.0,30.0,0.0
S5,continuous,D,36,46,19,landing,630.1861180827057,820.1861180827057,190.0,0.0
S5,continuous,D,9,47,131,takeoff,470.0,500.0,30.0,0.0
S5,continuous,D,36,47,131,landing,820.1861180827057,1010.1861180827057,190.0,171.05393558336982
S5,continuous,D,13,48,73,takeoff,486.8505003458559,516.8505003458558,29.999999999999943,6.850500345855892
S5,continuous,D,7,48,73,landing,815.8364772693798,1005.8364772693798,190.0,138.61947921859394
S5,continuous,D,38,49,188,takeoff,490.0,520.0,30.0,0.0
S5,continuous,D,16,49,188,landing,735.8648848494031,925.8648848494031,190.0,46.349704578710885
S5,continuous,D,25,50,38,takeoff,753.963004648627,783.963004648627,30.0,193.96300464862702
S5,continuous,D,12,50,38,landing,882.5080430715916,1072.5080430715916,190.0,0.0
S5,continuous,D,7,51,283,takeoff,510.0,540.0,30.0,0.0
S5,continuous,D,18,51,283,landing,759.4240385549476,949.4240385549476,190.0,68.42702391118632
