aircraft_id,mission_count
0,2
1,3
2,1
3,8
4,3
5,1
6,4
7,2
8,2
9,4
10,3
11,3
12,3
13,1
14,5
15,4
16,5
17,5
18,1
19,2
20,1
21,4
22,1
23,0
24,4
25,2
26,5
27,3
28,0
29,4
30,4
31,4
32,2
33,3
34,1
35,1
36,2
37,3
38,2
39,4
40,1
41,1
42,4
43,5
44,3
45,3
46,2
47,3
48,6
49,3
50,4
51,3
52,4
53,3
54,4
55,3
56,4
57,4
58,3
59,3
60,3
61,3
62,1
63,2
64,7
65,1
66,3
67,2
68,7
69,3
70,3
71,3
72,4
73,3
74,1
75,5
76,4
77,5
78,2
79,2
80,5
81,4
82,3
83,2
84,5
85,3
86,5
87,5
88,5
89,3
90,4
91,3
92,3
93,3
94,5
95,3
96,6
97,4
98,4
99,2
100,3
101,3
102,1
103,4
104,2
105,3
106,4
107,1
108,1
109,3
110,6
111,4
112,2
113,2
114,1
115,2
116,2
117,3
118,4
119,2
120,3
121,6
122,3
123,5
124,1
125,3
126,3
127,1
128,3
129,5
130,3
131,4
132,2
133,3
134,2
135,4
136,4
137,3
138,4
139,5
140,2
141,3
142,5
143,4
144,6
145,1
146,2
147,0
148,3
149,1
150,3
151,4
152,3
153,3
154,1
155,5
156,5
157,4
158,1
159,5
160,1
161,5
162,3
163,2
164,1
165,2
166,2
167,3
168,5
169,2
170,2
171,2
172,4
173,4
174,4
175,3
176,4
177,2
178,0
179,3
180,4
181,1
182,3
183,2
184,0
185,2
186,4
187,3
188,2
189,2
190,4
191,2
192,4
193,3
194,6
195,4
196,2
197,5
198,3
199,2
200,2
201,0
202,3
203,2
204,3
205,3
206,1
207,5
208,3
209,0
210,2
211,4
212,2
213,6
214,2
215,7
216,2
217,3
218,3
219,3
220,4
221,5
222,3
223,5
224,2
225,2
226,1
227,2
228,3
229,4
230,2
231,4
232,2
233,5
234,4
235,2
236,3
237,4
238,3
239,5
240,4
241,4
242,4
243,2
244,3
245,4
246,4
247,5
248,3
249,3
250,1
251,2
252,3
253,5
254,4
255,2
256,2
257,6
258,4
259,3
260,1
261,4
262,1
263,6
264,2
265,0
266,5
267,4
268,6
269,2
270,0
271,2
272,3
273,4
274,1
275,0
276,5
277,3
278,2
279,4
280,1
281,1
282,1
283,5
284,2
285,3
286,3
287,4
288,2
289,3
290,4
291,1
292,2
293,1
294,5
295,3
296,4
297,2
298,3
299,5
300,4
301,2
302,2
303,4
304,3
305,1
306,3
307,3
308,2
309,1
310,3
311,4
312,2
313,3
314,1
315,0
316,4
317,4
318,3
319,4
320,3
321,5
322,3
323,1
324,2
325,1
326,2
327,4
328,5
329,4
330,0
331,2
332,3
333,3
334,1
335,3
336,1
337,1
338,2
339,4
340,4
341,3
342,4
343,5
344,6
345,4
346,4
347,1
348,1
349,3
350,3
351,6
352,3
353,3
354,2
355,3
356,3
357,1
358,2
359,5
