aircraft_id,mission_count
0,10
1,10
2,8
3,6
4,7
5,9
6,12
7,4
8,8
9,14
10,9
11,12
12,14
13,13
14,12
15,15
16,10
17,11
18,7
19,12
20,10
21,16
22,11
23,9
24,13
25,12
26,12
27,11
28,16
29,14
30,11
31,10
32,8
33,16
34,8
35,9
36,8
37,10
38,14
39,16
40,7
41,13
42,14
43,14
44,13
45,13
46,4
47,7
48,17
49,5
50,14
51,9
52,17
53,10
54,13
55,12
56,11
57,3
58,9
59,10
60,13
61,6
62,12
63,14
64,13
65,8
66,15
67,11
68,9
69,9
70,15
71,12
72,8
73,12
74,11
75,11
76,9
77,8
78,12
79,9
80,12
81,10
82,15
83,10
84,8
85,8
86,12
87,11
88,10
89,15
90,9
91,9
92,12
93,12
94,9
95,10
96,6
97,13
98,9
99,11
