aircraft_id,mission_count
0,4
1,4
2,7
3,5
4,7
5,6
6,6
7,4
8,5
9,3
10,6
11,7
12,7
13,5
14,7
15,9
16,10
17,5
18,6
19,5
20,4
21,3
22,6
23,7
24,2
25,5
26,9
27,8
28,5
29,8
30,5
31,6
32,2
33,9
34,7
35,3
36,3
37,7
38,8
39,8
40,5
41,5
42,12
43,4
44,3
45,10
46,5
47,3
48,4
49,5
50,6
51,5
52,12
53,1
54,9
55,8
56,7
57,6
58,3
59,3
60,8
61,6
62,10
63,2
64,4
65,3
66,4
67,4
68,4
69,6
70,4
71,4
72,7
73,5
74,9
75,6
76,7
77,1
78,8
79,4
80,4
81,4
82,2
83,6
84,7
85,7
86,3
87,3
88,5
89,7
90,7
91,3
92,6
93,7
94,5
95,4
96,8
97,5
98,4
99,8
100,5
101,5
102,6
103,2
104,7
105,6
106,6
107,4
108,4
109,4
110,6
111,7
112,9
113,4
114,3
115,6
116,3
117,7
118,5
119,5
120,5
121,5
122,3
123,6
124,3
125,6
126,7
127,4
128,3
129,7
130,9
131,8
132,2
133,4
134,6
135,6
136,4
137,4
138,3
139,6
140,4
141,5
142,4
143,8
144,2
145,4
146,4
147,2
148,5
149,5
150,3
151,6
152,8
153,2
154,9
155,7
156,7
157,4
158,2
159,6
160,4
161,5
162,5
163,4
164,3
165,5
166,5
167,5
168,5
169,5
170,9
171,3
172,8
173,7
174,8
175,8
176,7
177,8
178,5
179,6
180,5
181,3
182,5
183,7
184,5
185,5
186,8
187,5
188,6
189,5
190,5
191,5
192,4
193,6
194,5
195,4
196,3
197,3
198,7
199,7
