scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,pad_occupancy_enabled,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model
S5,continuous,A,300,240.0,66.66666666666667,0.35,1238,40,40,152.4,500ft,False,disabled,1080,205,875,1479,1479,237,277,1716,3419.9814813068174,100.9759769657869,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1070,10,294,3.673469387755102,10,S5_cycle0000_A_seed1000,0,1000,A
S5,continuous,B,300,240.0,66.66666666666667,0.35,1286,40,40,152.4,500ft,False,disabled,1080,688,392,32,0,242,320,242,3636.3611109259364,118.45152448129306,0.0,0.0,0.0,0.0,0.0,0,0.03366064739193146,0.7407407407407407,0.03148148148148148,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1069,11,292,3.6986301369863015,10,S5_cycle0000_B_seed1001,0,1001,B
S5,continuous,C,300,240.0,66.66666666666667,0.35,1239,40,40,152.4,500ft,False,disabled,1080,252,828,1570,1570,120,121,1690,3547.597875539211,100.20330894826382,7.944444444444445,0.0,0.0,0.0,0.0,0,0.0,0.07314814814814814,0.0,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1072,8,292,3.6986301369863015,10,S5_cycle0000_C_seed1002,0,1002,C
S5,continuous,D,300,240.0,66.66666666666667,0.35,1273,40,40,152.4,500ft,False,disabled,1080,823,257,57,0,147,147,147,3623.7814474203224,117.27904716320376,10.0,0.0,0.0,0.0,0.0,0,0.04251229885103616,0.7074074074074074,0.05740740740740741,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1067,13,292,3.6986301369863015,9,S5_cycle0000_D_seed1003,0,1003,D
S5,continuous,E,300,240.0,66.66666666666667,0.35,1254,40,40,152.4,500ft,True,disabled,1080,754,326,23,1,209,481,210,3576.8998531397183,229.54611531978878,168.4689614744236,155.85785036331245,101.06873284982078,256.9265832131332,1266.042099083581,874,0.013483052351054847,0.7388888888888889,0.020370370370370372,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1038,42,294,3.673469387755102,8,S5_cycle0000_E_seed1004,0,1004,E
S5,continuous,A,300,240.0,66.66666666666667,0.35,1348,40,40,152.4,500ft,False,disabled,1080,141,939,1949,1949,207,250,2156,3523.830193373726,105.39371130190096,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1068,12,290,3.7241379310344827,8,S5_cycle0001_A_seed1100,1,1100,A
S5,continuous,B,300,240.0,66.66666666666667,0.35,1235,40,40,152.4,500ft,False,disabled,1080,726,354,65,0,231,286,231,3370.1099237686435,114.63041883955054,0.0,0.0,0.0,0.0,0.0,0,0.05430733468005711,0.6981481481481482,0.05555555555555555,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1070,10,291,3.711340206185567,9,S5_cycle0001_B_seed1101,1,1101,B
S5,continuous,C,300,240.0,66.66666666666667,0.35,1250,40,40,152.4,500ft,False,disabled,1080,294,786,1226,1226,148,148,1374,3533.2350064803263,111.30444165211455,9.166666666666666,0.0,0.0,0.0,0.0,0,0.0,0.08055555555555556,0.0,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1069,11,292,3.6986301369863015,10,S5_cycle0001_C_seed1102,1,1102,C
S5,continuous,D,300,240.0,66.66666666666667,0.35,1228,40,40,152.4,500ft,False,disabled,1080,860,220,43,0,120,120,120,3484.5762136531857,105.56700555866544,9.444444444444445,0.0,0.0,0.0,0.0,0,0.03127728371523243,0.6509259259259259,0.03888888888888889,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1072,8,286,3.7762237762237763,10,S5_cycle0001_D_seed1103,1,1103,D
S5,continuous,E,300,240.0,66.66666666666667,0.35,1298,40,40,152.4,500ft,True,disabled,1080,816,264,47,5,154,263,159,3073.220225290862,208.23916746650545,154.40694907832605,146.2402824116593,98.19358700150167,244.4338694131612,1528.764101084168,859,0.058819142007473284,0.7388888888888889,0.04351851851851852,S5,대형 일반 밀도 도시 시나리오,6000,6000,100,20,300,10800,10,1080,1043,37,297,3.6363636363636362,9,S5_cycle0001_E_seed1104,1,1104,E
