scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model
S5,continuous,A,300,240.0,66.66666666666667,0.35,1238,40,40,152.4,500ft,disabled,1080,133,947,1501,1501,687,2622,2188,3420.549774270406,207.69182891075803,124.04530242644447,124.04530242644447,106.71220394971748,230.7575063761618,1233.5618980223662,866,0.0,0.0,0.0,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1039,41,291,3.711340206185567,9,S5_cycle0000_A_seed1000,0,1000,A
S5,continuous,B,300,240.0,66.66666666666667,0.35,1286,40,40,152.4,500ft,disabled,1080,513,567,39,0,598,2662,598,3556.693327759752,234.19046175396713,144.49186009540756,144.49186009540756,117.52117086606395,262.0130309614713,1307.7749145940234,857,0.03158094116823994,0.7240740740740741,0.03611111111111111,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1032,48,296,3.6486486486486487,8,S5_cycle0000_B_seed1001,0,1001,B
S5,continuous,C,300,240.0,66.66666666666667,0.35,1239,40,40,152.4,500ft,disabled,1080,373,707,1112,1112,161,161,1273,3611.83034061645,222.03095620884648,155.05527229480234,147.3330500725801,109.67237463482188,257.00542470740163,977.7095512958585,865,0.0,0.3175925925925926,0.0,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1031,49,297,3.6363636363636362,8,S5_cycle0000_C_seed1002,0,1002,C
S5,continuous,D,300,240.0,66.66666666666667,0.35,1273,40,40,152.4,500ft,disabled,1080,800,280,36,2,172,221,174,3622.879014321801,224.74932230678746,159.4604734962467,146.96047349624652,97.60984798730333,244.57032148354952,1028.353248489515,854,0.030435413452847712,0.7851851851851852,0.03425925925925926,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1034,46,297,3.6363636363636362,9,S5_cycle0000_D_seed1003,0,1003,D
S5,continuous,A,300,240.0,66.66666666666667,0.35,1348,40,40,152.4,500ft,disabled,1080,83,997,1922,1922,797,3337,2719,3517.2860940586884,224.08360857047663,135.96203846945403,135.96203846945403,117.87517961488071,253.8372180843347,1152.0887318173836,876,0.0,0.0,0.0,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1045,35,297,3.6363636363636362,11,S5_cycle0001_A_seed1100,1,1100,A
S5,continuous,B,300,240.0,66.66666666666667,0.35,1235,40,40,152.4,500ft,disabled,1080,465,615,61,0,689,2581,689,3348.1650236850915,230.06454398040432,145.62445156675096,145.62445156675096,115.46227316634803,261.0867247330988,1122.6437245914644,887,0.05046674502005283,0.7,0.053703703703703705,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1040,40,297,3.6363636363636362,8,S5_cycle0001_B_seed1101,1,1101,B
S5,continuous,C,300,240.0,66.66666666666667,0.35,1250,40,40,152.4,500ft,disabled,1080,438,642,929,929,165,423,1094,3547.2401171575543,226.21958380675855,157.08204650980963,147.63760206536531,104.82205899821251,252.45966106357767,1162.9917054572652,873,0.0,0.30648148148148147,0.0,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1033,47,297,3.6363636363636362,9,S5_cycle0001_C_seed1102,1,1102,C
S5,continuous,D,300,240.0,66.66666666666667,0.35,1228,40,40,152.4,500ft,disabled,1080,795,285,45,4,167,232,171,3523.228426378343,221.41217311702607,165.14831957901347,154.20387513456902,105.570037873913,259.77391300848234,1138.7778821488555,870,0.04127664924792888,0.7444444444444445,0.03796296296296296,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1045,35,298,3.6241610738255035,9,S5_cycle0001_D_seed1103,1,1103,D
S5,continuous,A,300,240.0,66.66666666666667,0.35,1247,40,40,152.4,500ft,disabled,1080,142,938,1524,1524,794,3343,2318,3487.152067604883,222.14673312303708,138.98318056766593,138.98318056766593,123.49827247853283,262.4814530461986,1210.2951223620194,896,0.0,0.0,0.0,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1045,35,294,3.673469387755102,9,S5_cycle0002_A_seed1200,2,1200,A
S5,continuous,B,300,240.0,66.66666666666667,0.35,1310,40,40,152.4,500ft,disabled,1080,450,630,70,0,654,2297,654,3333.8539155681283,231.8692932169907,155.0840808417249,155.0840808417249,126.76251858310636,281.8465994248314,1273.505601927769,892,0.04487575801876502,0.6453703703703704,0.062037037037037036,S5,"6000m 문헌 기반 대형 도시, 2시간 누적 운항",6000,6000,100,20,300,10800,10,1080,1044,36,294,3.673469387755102,8,S5_cycle0002_B_seed1201,2,1201,B
