aircraft_id,mission_count
0,9
1,5
2,3
3,6
4,7
5,7
6,5
7,4
8,6
9,7
10,6
11,6
12,6
13,4
14,9
15,3
16,7
17,5
18,3
19,7
20,2
21,6
22,3
23,5
24,6
25,7
26,2
27,4
28,7
29,7
30,6
31,6
32,5
33,5
34,7
35,5
36,8
37,9
38,4
39,3
40,5
41,3
42,6
43,5
44,5
45,5
46,4
47,4
48,6
49,5
50,5
51,5
52,10
53,5
54,4
55,4
56,4
57,4
58,5
59,2
60,7
61,3
62,3
63,8
64,3
65,3
66,4
67,7
68,6
69,5
70,5
71,2
72,1
73,6
74,4
75,3
76,4
77,8
78,5
79,4
80,6
81,6
82,6
83,4
84,5
85,4
86,4
87,5
88,3
89,6
90,5
91,6
92,8
93,5
94,9
95,2
96,6
97,7
98,6
99,7
100,6
101,5
102,6
103,5
104,8
105,7
106,9
107,4
108,4
109,5
110,7
111,4
112,7
113,6
114,5
115,5
116,3
117,7
118,7
119,8
120,6
121,4
122,4
123,5
124,6
125,2
126,6
127,2
128,4
129,4
130,6
131,6
132,4
133,3
134,8
135,7
136,4
137,5
138,6
139,6
140,7
141,3
142,5
143,5
144,4
145,2
146,8
147,3
148,6
149,6
150,6
151,8
152,4
153,7
154,5
155,4
156,5
157,6
158,2
159,5
160,4
161,5
162,6
163,6
164,8
165,7
166,6
167,5
168,7
169,5
170,6
171,6
172,3
173,7
174,6
175,7
176,8
177,8
178,8
179,11
180,7
181,4
182,5
183,4
184,4
185,2
186,4
187,6
188,4
189,7
190,9
191,6
192,5
193,8
194,5
195,8
196,6
197,7
198,7
199,7
